ind_fixed,geo_year,time_trend,geo_fixed,year,geo,ind,wage_rate_2010,wage_rate,hours_worked,rti,off
5,4-2005,9,4,2005,Newfoundland and Labrador,Health care and social assistance [62],454.83,551.43,34.8,-0.403566879,-1.137616152
5,4-2006,10,4,2006,Newfoundland and Labrador,Health care and social assistance [62],475.08,575.98,35.4,-0.403566879,-1.137616152
5,4-2007,11,4,2007,Newfoundland and Labrador,Health care and social assistance [62],516.39,626.06,36.1,-0.403566879,-1.137616152
5,4-2008,12,4,2008,Newfoundland and Labrador,Health care and social assistance [62],580.64,703.96,35.7,-0.403566879,-1.137616152
5,4-2009,13,4,2009,Newfoundland and Labrador,Health care and social assistance [62],545.41,661.25,35.1,-0.403566879,-1.137616152
5,4-2010,14,4,2010,Newfoundland and Labrador,Health care and social assistance [62],588.87,713.93,35.4,-0.403566879,-1.137616152
5,4-2011,15,4,2011,Newfoundland and Labrador,Health care and social assistance [62],606.27,735.03,35.4,-0.403566879,-1.137616152
5,4-2012,16,4,2012,Newfoundland and Labrador,Health care and social assistance [62],675.19,818.59,36.1,-0.403566879,-1.137616152
5,4-2013,17,4,2013,Newfoundland and Labrador,Health care and social assistance [62],639.44,775.24,34.7,-0.403566879,-1.137616152
5,4-2014,18,4,2014,Newfoundland and Labrador,Health care and social assistance [62],724.64,878.54,33.9,-0.403566879,-1.137616152
5,4-2015,19,4,2015,Newfoundland and Labrador,Health care and social assistance [62],638.29,773.85,35,-0.403566879,-1.137616152
5,4-2016,20,4,2016,Newfoundland and Labrador,Health care and social assistance [62],563.16,682.76,34.6,-0.403566879,-1.137616152
5,4-2017,21,4,2017,Newfoundland and Labrador,Health care and social assistance [62],605.79,734.45,35.4,-0.403566879,-1.137616152
5,4-2018,22,4,2018,Newfoundland and Labrador,Health care and social assistance [62],650.17,788.26,34.5,-0.403566879,-1.137616152
5,4-2019,23,4,2019,Newfoundland and Labrador,Health care and social assistance [62],673.95,817.09,34.8,-0.403566879,-1.137616152
5,4-2020,24,4,2020,Newfoundland and Labrador,Health care and social assistance [62],708.89,859.45,35.3,-0.403566879,-1.137616152
5,5-1997,1,5,1997,Nova Scotia,Health care and social assistance [62],447.57,542.62,34.5,-0.403566879,-1.137616152
5,5-1998,2,5,1998,Nova Scotia,Health care and social assistance [62],469.11,568.74,34.3,-0.403566879,-1.137616152
5,5-1999,3,5,1999,Nova Scotia,Health care and social assistance [62],444.49,538.89,34.8,-0.403566879,-1.137616152
5,5-2000,4,5,2000,Nova Scotia,Health care and social assistance [62],489.54,593.51,35.1,-0.403566879,-1.137616152
5,5-2001,5,5,2001,Nova Scotia,Health care and social assistance [62],498.8,604.74,34.5,-0.403566879,-1.137616152
5,5-2002,6,5,2002,Nova Scotia,Health care and social assistance [62],523.61,634.81,34,-0.403566879,-1.137616152
5,5-2003,7,5,2003,Nova Scotia,Health care and social assistance [62],526.83,638.72,34,-0.403566879,-1.137616152
5,5-2004,8,5,2004,Nova Scotia,Health care and social assistance [62],524.56,635.97,33.6,-0.403566879,-1.137616152
5,5-2005,9,5,2005,Nova Scotia,Health care and social assistance [62],554.29,672.01,34.2,-0.403566879,-1.137616152
5,5-2006,10,5,2006,Nova Scotia,Health care and social assistance [62],554.74,672.56,34.4,-0.403566879,-1.137616152
5,5-2007,11,5,2007,Nova Scotia,Health care and social assistance [62],629.55,763.25,34.8,-0.403566879,-1.137616152
5,5-2008,12,5,2008,Nova Scotia,Health care and social assistance [62],646.85,784.23,34.3,-0.403566879,-1.137616152
5,5-2009,13,5,2009,Nova Scotia,Health care and social assistance [62],601.43,729.16,34.2,-0.403566879,-1.137616152
5,5-2010,14,5,2010,Nova Scotia,Health care and social assistance [62],662.51,803.22,33.7,-0.403566879,-1.137616152
5,5-2011,15,5,2011,Nova Scotia,Health care and social assistance [62],671.46,814.06,34.1,-0.403566879,-1.137616152
5,5-2012,16,5,2012,Nova Scotia,Health care and social assistance [62],680.33,824.82,34.8,-0.403566879,-1.137616152
5,5-2013,17,5,2013,Nova Scotia,Health care and social assistance [62],737.17,893.73,33.7,-0.403566879,-1.137616152
5,5-2014,18,5,2014,Nova Scotia,Health care and social assistance [62],888.03,1076.63,33.9,-0.403566879,-1.137616152
5,5-2015,19,5,2015,Nova Scotia,Health care and social assistance [62],849.07,1029.4,34.1,-0.403566879,-1.137616152
5,5-2016,20,5,2016,Nova Scotia,Health care and social assistance [62],781.2,947.11,34.5,-0.403566879,-1.137616152
5,5-2017,21,5,2017,Nova Scotia,Health care and social assistance [62],829.16,1005.26,33.7,-0.403566879,-1.137616152
5,5-2018,22,5,2018,Nova Scotia,Health care and social assistance [62],795.08,963.94,34.6,-0.403566879,-1.137616152
5,5-2019,23,5,2019,Nova Scotia,Health care and social assistance [62],851.59,1032.45,34.1,-0.403566879,-1.137616152
5,5-2020,24,5,2020,Nova Scotia,Health care and social assistance [62],990.18,1200.48,34.5,-0.403566879,-1.137616152
5,6-1997,1,6,1997,Ontario,Health care and social assistance [62],303.61,368.09,33.6,-0.403566879,-1.137616152
5,6-1998,2,6,1998,Ontario,Health care and social assistance [62],325.8,395,33.1,-0.403566879,-1.137616152
5,6-1999,3,6,1999,Ontario,Health care and social assistance [62],288.61,349.91,33.7,-0.403566879,-1.137616152
5,6-2000,4,6,2000,Ontario,Health care and social assistance [62],288.8,350.14,33.7,-0.403566879,-1.137616152
5,6-2001,5,6,2001,Ontario,Health care and social assistance [62],322,390.39,33.6,-0.403566879,-1.137616152
5,6-2002,6,6,2002,Ontario,Health care and social assistance [62],379.84,460.51,33.3,-0.403566879,-1.137616152
5,6-2003,7,6,2003,Ontario,Health care and social assistance [62],348.85,422.94,32.7,-0.403566879,-1.137616152
5,6-2004,8,6,2004,Ontario,Health care and social assistance [62],337.58,409.28,33.3,-0.403566879,-1.137616152
5,6-2005,9,6,2005,Ontario,Health care and social assistance [62],390.88,473.89,33.2,-0.403566879,-1.137616152
5,6-2006,10,6,2006,Ontario,Health care and social assistance [62],376.09,455.96,33,-0.403566879,-1.137616152
5,6-2007,11,6,2007,Ontario,Health care and social assistance [62],409.14,496.03,33.4,-0.403566879,-1.137616152
5,6-2008,12,6,2008,Ontario,Health care and social assistance [62],435.15,527.57,33.4,-0.403566879,-1.137616152
5,6-2009,13,6,2009,Ontario,Health care and social assistance [62],510.99,619.52,33.1,-0.403566879,-1.137616152
5,6-2010,14,6,2010,Ontario,Health care and social assistance [62],450.77,546.5,33.1,-0.403566879,-1.137616152
5,6-2011,15,6,2011,Ontario,Health care and social assistance [62],508.84,616.91,33.3,-0.403566879,-1.137616152
5,6-2012,16,6,2012,Ontario,Health care and social assistance [62],516.37,626.04,33.5,-0.403566879,-1.137616152
5,6-2013,17,6,2013,Ontario,Health care and social assistance [62],540.37,655.13,33.1,-0.403566879,-1.137616152
5,6-2014,18,6,2014,Ontario,Health care and social assistance [62],552.21,669.49,32.5,-0.403566879,-1.137616152
5,6-2015,19,6,2015,Ontario,Health care and social assistance [62],559.87,678.78,32.9,-0.403566879,-1.137616152
5,6-2016,20,6,2016,Ontario,Health care and social assistance [62],545.69,661.58,33,-0.403566879,-1.137616152
5,6-2017,21,6,2017,Ontario,Health care and social assistance [62],628.8,762.35,33.3,-0.403566879,-1.137616152
5,6-2018,22,6,2018,Ontario,Health care and social assistance [62],608.1,737.25,34.1,-0.403566879,-1.137616152
5,6-2019,23,6,2019,Ontario,Health care and social assistance [62],650.3,788.41,33.4,-0.403566879,-1.137616152
5,6-2020,24,6,2020,Ontario,Health care and social assistance [62],663.83,804.82,33.6,-0.403566879,-1.137616152
5,7-1997,1,7,1997,Prince Edward Island,Health care and social assistance [62],525.92,637.62,34,-0.403566879,-1.137616152
5,7-1998,2,7,1998,Prince Edward Island,Health care and social assistance [62],462.66,560.92,33.2,-0.403566879,-1.137616152
5,7-1999,3,7,1999,Prince Edward Island,Health care and social assistance [62],520.73,631.32,34.7,-0.403566879,-1.137616152
5,7-2000,4,7,2000,Prince Edward Island,Health care and social assistance [62],533.83,647.2,34.9,-0.403566879,-1.137616152
5,7-2001,5,7,2001,Prince Edward Island,Health care and social assistance [62],610.77,740.49,34.1,-0.403566879,-1.137616152
5,7-2002,6,7,2002,Prince Edward Island,Health care and social assistance [62],664.44,805.56,34,-0.403566879,-1.137616152
5,7-2003,7,7,2003,Prince Edward Island,Health care and social assistance [62],599.89,727.3,33.8,-0.403566879,-1.137616152
5,7-2004,8,7,2004,Prince Edward Island,Health care and social assistance [62],582.44,706.14,32.4,-0.403566879,-1.137616152
5,7-2005,9,7,2005,Prince Edward Island,Health care and social assistance [62],614.65,745.19,33.2,-0.403566879,-1.137616152
5,7-2006,10,7,2006,Prince Edward Island,Health care and social assistance [62],704.84,854.54,33.5,-0.403566879,-1.137616152
5,7-2007,11,7,2007,Prince Edward Island,Health care and social assistance [62],662.38,803.06,34,-0.403566879,-1.137616152
5,7-2008,12,7,2008,Prince Edward Island,Health care and social assistance [62],740.81,898.14,32.5,-0.403566879,-1.137616152
5,7-2009,13,7,2009,Prince Edward Island,Health care and social assistance [62],735.46,891.66,33.2,-0.403566879,-1.137616152
5,7-2010,14,7,2010,Prince Edward Island,Health care and social assistance [62],841,1019.61,33,-0.403566879,-1.137616152
5,7-2011,15,7,2011,Prince Edward Island,Health care and social assistance [62],866.25,1050.23,33.7,-0.403566879,-1.137616152
5,7-2012,16,7,2012,Prince Edward Island,Health care and social assistance [62],947.02,1148.15,33.7,-0.403566879,-1.137616152
5,7-2013,17,7,2013,Prince Edward Island,Health care and social assistance [62],967.67,1173.18,33.5,-0.403566879,-1.137616152
5,7-2014,18,7,2014,Prince Edward Island,Health care and social assistance [62],1026.15,1244.09,33.7,-0.403566879,-1.137616152
5,7-2015,19,7,2015,Prince Edward Island,Health care and social assistance [62],1090.9,1322.59,33.4,-0.403566879,-1.137616152
5,7-2016,20,7,2016,Prince Edward Island,Health care and social assistance [62],1003.99,1217.22,33.1,-0.403566879,-1.137616152
5,7-2017,21,7,2017,Prince Edward Island,Health care and social assistance [62],981.36,1189.78,33.6,-0.403566879,-1.137616152
5,7-2018,22,7,2018,Prince Edward Island,Health care and social assistance [62],1057.49,1282.08,33.2,-0.403566879,-1.137616152
5,7-2019,23,7,2019,Prince Edward Island,Health care and social assistance [62],1072.29,1300.02,34,-0.403566879,-1.137616152
5,7-2020,24,7,2020,Prince Edward Island,Health care and social assistance [62],1184.77,1436.39,33.9,-0.403566879,-1.137616152
5,8-1997,1,8,1997,Quebec,Health care and social assistance [62],459.84,557.5,33.3,-0.403566879,-1.137616152
5,8-1998,2,8,1998,Quebec,Health care and social assistance [62],457.1,554.18,33.3,-0.403566879,-1.137616152
5,8-1999,3,8,1999,Quebec,Health care and social assistance [62],491.64,596.05,34.7,-0.403566879,-1.137616152
5,8-2000,4,8,2000,Quebec,Health care and social assistance [62],549.18,665.81,34.2,-0.403566879,-1.137616152
5,8-2001,5,8,2001,Quebec,Health care and social assistance [62],555.65,673.66,33.9,-0.403566879,-1.137616152
5,8-2002,6,8,2002,Quebec,Health care and social assistance [62],548.75,665.29,33.8,-0.403566879,-1.137616152
5,8-2003,7,8,2003,Quebec,Health care and social assistance [62],589.63,714.86,33.2,-0.403566879,-1.137616152
5,8-2004,8,8,2004,Quebec,Health care and social assistance [62],580.34,703.59,33.2,-0.403566879,-1.137616152
5,8-2005,9,8,2005,Quebec,Health care and social assistance [62],621.17,753.09,33.3,-0.403566879,-1.137616152
5,8-2006,10,8,2006,Quebec,Health care and social assistance [62],669.9,812.17,33,-0.403566879,-1.137616152
5,8-2007,11,8,2007,Quebec,Health care and social assistance [62],625.27,758.06,33.7,-0.403566879,-1.137616152
5,8-2008,12,8,2008,Quebec,Health care and social assistance [62],666.67,808.26,33.3,-0.403566879,-1.137616152
5,8-2009,13,8,2009,Quebec,Health care and social assistance [62],743.43,901.32,33.4,-0.403566879,-1.137616152
5,8-2010,14,8,2010,Quebec,Health care and social assistance [62],774.1,938.5,33.8,-0.403566879,-1.137616152
5,8-2011,15,8,2011,Quebec,Health care and social assistance [62],815,988.09,33.3,-0.403566879,-1.137616152
5,8-2012,16,8,2012,Quebec,Health care and social assistance [62],837.16,1014.96,33.6,-0.403566879,-1.137616152
5,8-2013,17,8,2013,Quebec,Health care and social assistance [62],823.5,998.4,33.5,-0.403566879,-1.137616152
5,8-2014,18,8,2014,Quebec,Health care and social assistance [62],834.92,1012.24,33,-0.403566879,-1.137616152
5,8-2015,19,8,2015,Quebec,Health care and social assistance [62],896.24,1086.59,33.3,-0.403566879,-1.137616152
5,8-2016,20,8,2016,Quebec,Health care and social assistance [62],876.96,1063.21,33.7,-0.403566879,-1.137616152
5,8-2017,21,8,2017,Quebec,Health care and social assistance [62],923.59,1119.74,33.6,-0.403566879,-1.137616152
5,8-2018,22,8,2018,Quebec,Health care and social assistance [62],905.57,1097.9,33.9,-0.403566879,-1.137616152
5,8-2019,23,8,2019,Quebec,Health care and social assistance [62],955.8,1158.8,33.7,-0.403566879,-1.137616152
5,8-2020,24,8,2020,Quebec,Health care and social assistance [62],1062.28,1287.89,34.2,-0.403566879,-1.137616152
5,9-1997,1,9,1997,Saskatchewan,Health care and social assistance [62],258.43,313.31,33.7,-0.403566879,-1.137616152
5,9-1998,2,9,1998,Saskatchewan,Health care and social assistance [62],274.79,333.15,34.1,-0.403566879,-1.137616152
5,9-1999,3,9,1999,Saskatchewan,Health care and social assistance [62],282.95,343.04,34.4,-0.403566879,-1.137616152
5,9-2000,4,9,2000,Saskatchewan,Health care and social assistance [62],276.49,335.21,35,-0.403566879,-1.137616152
5,9-2001,5,9,2001,Saskatchewan,Health care and social assistance [62],298.97,362.47,34.3,-0.403566879,-1.137616152
5,9-2002,6,9,2002,Saskatchewan,Health care and social assistance [62],306.63,371.75,33.6,-0.403566879,-1.137616152
5,9-2003,7,9,2003,Saskatchewan,Health care and social assistance [62],331.01,401.31,33.7,-0.403566879,-1.137616152
5,9-2004,8,9,2004,Saskatchewan,Health care and social assistance [62],330.47,400.66,33,-0.403566879,-1.137616152
5,9-2005,9,9,2005,Saskatchewan,Health care and social assistance [62],325.95,395.18,33.7,-0.403566879,-1.137616152
5,9-2006,10,9,2006,Saskatchewan,Health care and social assistance [62],343.33,416.25,34.1,-0.403566879,-1.137616152
5,9-2007,11,9,2007,Saskatchewan,Health care and social assistance [62],367.18,445.16,33.9,-0.403566879,-1.137616152
5,9-2008,12,9,2008,Saskatchewan,Health care and social assistance [62],386.31,468.36,34,-0.403566879,-1.137616152
5,9-2009,13,9,2009,Saskatchewan,Health care and social assistance [62],412.29,499.85,33.1,-0.403566879,-1.137616152
5,9-2010,14,9,2010,Saskatchewan,Health care and social assistance [62],401.14,486.34,33.1,-0.403566879,-1.137616152
5,9-2011,15,9,2011,Saskatchewan,Health care and social assistance [62],424.02,514.07,33.5,-0.403566879,-1.137616152
5,9-2012,16,9,2012,Saskatchewan,Health care and social assistance [62],448.97,544.32,35,-0.403566879,-1.137616152
5,9-2013,17,9,2013,Saskatchewan,Health care and social assistance [62],485.58,588.71,34.1,-0.403566879,-1.137616152
5,9-2014,18,9,2014,Saskatchewan,Health care and social assistance [62],491.51,595.9,33.4,-0.403566879,-1.137616152
5,9-2015,19,9,2015,Saskatchewan,Health care and social assistance [62],477.47,578.88,33.3,-0.403566879,-1.137616152
5,9-2016,20,9,2016,Saskatchewan,Health care and social assistance [62],477.96,579.47,33.6,-0.403566879,-1.137616152
5,9-2017,21,9,2017,Saskatchewan,Health care and social assistance [62],494.58,599.62,33.4,-0.403566879,-1.137616152
5,9-2018,22,9,2018,Saskatchewan,Health care and social assistance [62],505.93,613.38,33.9,-0.403566879,-1.137616152
5,9-2019,23,9,2019,Saskatchewan,Health care and social assistance [62],530.44,643.09,33.4,-0.403566879,-1.137616152
5,9-2020,24,9,2020,Saskatchewan,Health care and social assistance [62],532.18,645.2,34.2,-0.403566879,-1.137616152
6,0-1997,1,0,1997,Alberta,"Information, culture and recreation [51, 71]",203.95,247.27,35.3,-0.162459175,-0.78225917
6,0-1998,2,0,1998,Alberta,"Information, culture and recreation [51, 71]",198.85,241.08,34.9,-0.162459175,-0.78225917
6,0-1999,3,0,1999,Alberta,"Information, culture and recreation [51, 71]",199.19,241.49,33.9,-0.162459175,-0.78225917
6,0-2000,4,0,2000,Alberta,"Information, culture and recreation [51, 71]",213.29,258.59,34.6,-0.162459175,-0.78225917
6,0-2001,5,0,2001,Alberta,"Information, culture and recreation [51, 71]",226.01,274.01,34.1,-0.162459175,-0.78225917
6,0-2002,6,0,2002,Alberta,"Information, culture and recreation [51, 71]",223.81,271.34,33.9,-0.162459175,-0.78225917
6,0-2003,7,0,2003,Alberta,"Information, culture and recreation [51, 71]",242.68,294.22,33.2,-0.162459175,-0.78225917
6,0-2004,8,0,2004,Alberta,"Information, culture and recreation [51, 71]",228.3,276.79,33.3,-0.162459175,-0.78225917
6,0-2005,9,0,2005,Alberta,"Information, culture and recreation [51, 71]",251.35,304.73,33.6,-0.162459175,-0.78225917
6,0-2006,10,0,2006,Alberta,"Information, culture and recreation [51, 71]",249.54,302.54,33.1,-0.162459175,-0.78225917
6,0-2007,11,0,2007,Alberta,"Information, culture and recreation [51, 71]",266.65,323.28,34,-0.162459175,-0.78225917
6,0-2008,12,0,2008,Alberta,"Information, culture and recreation [51, 71]",264.61,320.81,32.9,-0.162459175,-0.78225917
6,0-2009,13,0,2009,Alberta,"Information, culture and recreation [51, 71]",297.68,360.9,31.8,-0.162459175,-0.78225917
6,0-2010,14,0,2010,Alberta,"Information, culture and recreation [51, 71]",308.78,374.36,32.8,-0.162459175,-0.78225917
6,0-2011,15,0,2011,Alberta,"Information, culture and recreation [51, 71]",313.46,380.03,32.5,-0.162459175,-0.78225917
6,0-2012,16,0,2012,Alberta,"Information, culture and recreation [51, 71]",311.93,378.18,32,-0.162459175,-0.78225917
6,0-2013,17,0,2013,Alberta,"Information, culture and recreation [51, 71]",347.93,421.83,32.4,-0.162459175,-0.78225917
6,0-2014,18,0,2014,Alberta,"Information, culture and recreation [51, 71]",328.78,398.61,32,-0.162459175,-0.78225917
6,0-2015,19,0,2015,Alberta,"Information, culture and recreation [51, 71]",339.08,411.1,31.2,-0.162459175,-0.78225917
6,0-2016,20,0,2016,Alberta,"Information, culture and recreation [51, 71]",321.66,389.98,30,-0.162459175,-0.78225917
6,0-2017,21,0,2017,Alberta,"Information, culture and recreation [51, 71]",339.83,412,28.8,-0.162459175,-0.78225917
6,0-2018,22,0,2018,Alberta,"Information, culture and recreation [51, 71]",354.83,430.19,30.9,-0.162459175,-0.78225917
6,0-2019,23,0,2019,Alberta,"Information, culture and recreation [51, 71]",343.49,416.44,31.2,-0.162459175,-0.78225917
6,0-2020,24,0,2020,Alberta,"Information, culture and recreation [51, 71]",371.74,450.69,28.7,-0.162459175,-0.78225917
6,1-1997,1,1,1997,British Columbia,"Information, culture and recreation [51, 71]",272.85,330.8,32.8,-0.162459175,-0.78225917
6,1-1998,2,1,1998,British Columbia,"Information, culture and recreation [51, 71]",293.36,355.66,33.9,-0.162459175,-0.78225917
6,1-1999,3,1,1999,British Columbia,"Information, culture and recreation [51, 71]",268.14,325.09,34,-0.162459175,-0.78225917
6,1-2000,4,1,2000,British Columbia,"Information, culture and recreation [51, 71]",314.08,380.79,34.4,-0.162459175,-0.78225917
6,1-2001,5,1,2001,British Columbia,"Information, culture and recreation [51, 71]",331.87,402.35,33.6,-0.162459175,-0.78225917
6,1-2002,6,1,2002,British Columbia,"Information, culture and recreation [51, 71]",357.18,433.04,33.7,-0.162459175,-0.78225917
6,1-2003,7,1,2003,British Columbia,"Information, culture and recreation [51, 71]",342.21,414.89,33,-0.162459175,-0.78225917
6,1-2004,8,1,2004,British Columbia,"Information, culture and recreation [51, 71]",356.97,432.78,34,-0.162459175,-0.78225917
6,1-2005,9,1,2005,British Columbia,"Information, culture and recreation [51, 71]",359.48,435.83,34.1,-0.162459175,-0.78225917
6,1-2006,10,1,2006,British Columbia,"Information, culture and recreation [51, 71]",378.12,458.42,33.4,-0.162459175,-0.78225917
6,1-2007,11,1,2007,British Columbia,"Information, culture and recreation [51, 71]",396.15,480.28,35.1,-0.162459175,-0.78225917
6,1-2008,12,1,2008,British Columbia,"Information, culture and recreation [51, 71]",393.19,476.7,33.4,-0.162459175,-0.78225917
6,1-2009,13,1,2009,British Columbia,"Information, culture and recreation [51, 71]",415.5,503.74,33.4,-0.162459175,-0.78225917
6,1-2010,14,1,2010,British Columbia,"Information, culture and recreation [51, 71]",430.31,521.7,32.8,-0.162459175,-0.78225917
6,1-2011,15,1,2011,British Columbia,"Information, culture and recreation [51, 71]",464.85,563.58,33,-0.162459175,-0.78225917
6,1-2012,16,1,2012,British Columbia,"Information, culture and recreation [51, 71]",482.72,585.24,32.3,-0.162459175,-0.78225917
6,1-2013,17,1,2013,British Columbia,"Information, culture and recreation [51, 71]",502.14,608.78,32.8,-0.162459175,-0.78225917
6,1-2014,18,1,2014,British Columbia,"Information, culture and recreation [51, 71]",507.83,615.68,32.1,-0.162459175,-0.78225917
6,1-2015,19,1,2015,British Columbia,"Information, culture and recreation [51, 71]",500.42,606.7,33.6,-0.162459175,-0.78225917
6,1-2016,20,1,2016,British Columbia,"Information, culture and recreation [51, 71]",501.53,608.04,34.9,-0.162459175,-0.78225917
6,1-2017,21,1,2017,British Columbia,"Information, culture and recreation [51, 71]",505.48,612.83,33.3,-0.162459175,-0.78225917
6,1-2018,22,1,2018,British Columbia,"Information, culture and recreation [51, 71]",527.21,639.18,34,-0.162459175,-0.78225917
6,1-2019,23,1,2019,British Columbia,"Information, culture and recreation [51, 71]",518.47,628.58,33,-0.162459175,-0.78225917
6,1-2020,24,1,2020,British Columbia,"Information, culture and recreation [51, 71]",567.08,687.52,32.7,-0.162459175,-0.78225917
6,2-1997,1,2,1997,Manitoba,"Information, culture and recreation [51, 71]",477.11,578.44,34.4,-0.162459175,-0.78225917
6,2-1998,2,2,1998,Manitoba,"Information, culture and recreation [51, 71]",482.69,585.2,33.5,-0.162459175,-0.78225917
6,2-1999,3,2,1999,Manitoba,"Information, culture and recreation [51, 71]",500.38,606.65,34,-0.162459175,-0.78225917
6,2-2000,4,2,2000,Manitoba,"Information, culture and recreation [51, 71]",498,603.77,33.2,-0.162459175,-0.78225917
6,2-2001,5,2,2001,Manitoba,"Information, culture and recreation [51, 71]",517.99,628,32.7,-0.162459175,-0.78225917
6,2-2002,6,2,2002,Manitoba,"Information, culture and recreation [51, 71]",519.67,630.04,33.8,-0.162459175,-0.78225917
6,2-2003,7,2,2003,Manitoba,"Information, culture and recreation [51, 71]",548.5,664.99,33.1,-0.162459175,-0.78225917
6,2-2004,8,2,2004,Manitoba,"Information, culture and recreation [51, 71]",546.99,663.16,33.3,-0.162459175,-0.78225917
6,2-2005,9,2,2005,Manitoba,"Information, culture and recreation [51, 71]",573.46,695.25,33,-0.162459175,-0.78225917
6,2-2006,10,2,2006,Manitoba,"Information, culture and recreation [51, 71]",608.95,738.28,32.7,-0.162459175,-0.78225917
6,2-2007,11,2,2007,Manitoba,"Information, culture and recreation [51, 71]",631.9,766.1,32.8,-0.162459175,-0.78225917
6,2-2008,12,2,2008,Manitoba,"Information, culture and recreation [51, 71]",643.01,779.57,32.9,-0.162459175,-0.78225917
6,2-2009,13,2,2009,Manitoba,"Information, culture and recreation [51, 71]",675.58,819.06,32.1,-0.162459175,-0.78225917
6,2-2010,14,2,2010,Manitoba,"Information, culture and recreation [51, 71]",687.51,833.53,32.5,-0.162459175,-0.78225917
6,2-2011,15,2,2011,Manitoba,"Information, culture and recreation [51, 71]",759.82,921.19,31.8,-0.162459175,-0.78225917
6,2-2012,16,2,2012,Manitoba,"Information, culture and recreation [51, 71]",767.17,930.1,32.6,-0.162459175,-0.78225917
6,2-2013,17,2,2013,Manitoba,"Information, culture and recreation [51, 71]",766.85,929.71,32.5,-0.162459175,-0.78225917
6,2-2014,18,2,2014,Manitoba,"Information, culture and recreation [51, 71]",796.99,966.26,31.3,-0.162459175,-0.78225917
6,2-2015,19,2,2015,Manitoba,"Information, culture and recreation [51, 71]",783.02,949.32,31.6,-0.162459175,-0.78225917
6,2-2016,20,2,2016,Manitoba,"Information, culture and recreation [51, 71]",793.56,962.1,32.1,-0.162459175,-0.78225917
6,2-2017,21,2,2017,Manitoba,"Information, culture and recreation [51, 71]",827.91,1003.74,30.8,-0.162459175,-0.78225917
6,2-2018,22,2,2018,Manitoba,"Information, culture and recreation [51, 71]",816.09,989.41,30.2,-0.162459175,-0.78225917
6,2-2019,23,2,2019,Manitoba,"Information, culture and recreation [51, 71]",857.5,1039.62,31.8,-0.162459175,-0.78225917
6,2-2020,24,2,2020,Manitoba,"Information, culture and recreation [51, 71]",891.68,1081.06,31.7,-0.162459175,-0.78225917
6,3-1997,1,3,1997,New Brunswick,"Information, culture and recreation [51, 71]",507.89,615.76,35.4,-0.162459175,-0.78225917
6,3-1998,2,3,1998,New Brunswick,"Information, culture and recreation [51, 71]",527.01,638.94,36.3,-0.162459175,-0.78225917
6,3-1999,3,3,1999,New Brunswick,"Information, culture and recreation [51, 71]",503.86,610.87,35.1,-0.162459175,-0.78225917
6,3-2000,4,3,2000,New Brunswick,"Information, culture and recreation [51, 71]",528.84,641.16,36.2,-0.162459175,-0.78225917
6,3-2001,5,3,2001,New Brunswick,"Information, culture and recreation [51, 71]",547.81,664.15,35,-0.162459175,-0.78225917
6,3-2002,6,3,2002,New Brunswick,"Information, culture and recreation [51, 71]",568.48,689.21,33.7,-0.162459175,-0.78225917
6,3-2003,7,3,2003,New Brunswick,"Information, culture and recreation [51, 71]",578.2,701,33.9,-0.162459175,-0.78225917
6,3-2004,8,3,2004,New Brunswick,"Information, culture and recreation [51, 71]",604.66,733.08,34,-0.162459175,-0.78225917
6,3-2005,9,3,2005,New Brunswick,"Information, culture and recreation [51, 71]",616.39,747.3,33.8,-0.162459175,-0.78225917
6,3-2006,10,3,2006,New Brunswick,"Information, culture and recreation [51, 71]",578.36,701.19,32.3,-0.162459175,-0.78225917
6,3-2007,11,3,2007,New Brunswick,"Information, culture and recreation [51, 71]",625.03,757.77,34,-0.162459175,-0.78225917
6,3-2008,12,3,2008,New Brunswick,"Information, culture and recreation [51, 71]",691.48,838.34,34.7,-0.162459175,-0.78225917
6,3-2009,13,3,2009,New Brunswick,"Information, culture and recreation [51, 71]",700.7,849.52,33.2,-0.162459175,-0.78225917
6,3-2010,14,3,2010,New Brunswick,"Information, culture and recreation [51, 71]",736.42,892.82,33.3,-0.162459175,-0.78225917
6,3-2011,15,3,2011,New Brunswick,"Information, culture and recreation [51, 71]",721.59,874.84,33.7,-0.162459175,-0.78225917
6,3-2012,16,3,2012,New Brunswick,"Information, culture and recreation [51, 71]",751.59,911.22,35.3,-0.162459175,-0.78225917
6,3-2013,17,3,2013,New Brunswick,"Information, culture and recreation [51, 71]",771.04,934.79,32.2,-0.162459175,-0.78225917
6,3-2014,18,3,2014,New Brunswick,"Information, culture and recreation [51, 71]",764.17,926.46,32.8,-0.162459175,-0.78225917
6,3-2015,19,3,2015,New Brunswick,"Information, culture and recreation [51, 71]",785.12,951.87,32.6,-0.162459175,-0.78225917
6,3-2016,20,3,2016,New Brunswick,"Information, culture and recreation [51, 71]",846.03,1025.71,33.7,-0.162459175,-0.78225917
6,3-2017,21,3,2017,New Brunswick,"Information, culture and recreation [51, 71]",847.8,1027.86,33.7,-0.162459175,-0.78225917
6,3-2018,22,3,2018,New Brunswick,"Information, culture and recreation [51, 71]",871,1055.98,33,-0.162459175,-0.78225917
6,3-2019,23,3,2019,New Brunswick,"Information, culture and recreation [51, 71]",826.04,1001.48,34,-0.162459175,-0.78225917
