occ_fixed,geo_year,time_trend,geo_fixed,year,geo,occ,hours_worked,rti,off
15,8-2007,21,8,2007,Quebec,Professional occupations in natural and applied sciences [21],38.3,-0.60968365,0.46572255
15,8-2008,22,8,2008,Quebec,Professional occupations in natural and applied sciences [21],38.1,-0.60968365,0.46572255
15,8-2009,23,8,2009,Quebec,Professional occupations in natural and applied sciences [21],37.2,-0.60968365,0.46572255
15,8-2010,24,8,2010,Quebec,Professional occupations in natural and applied sciences [21],37,-0.60968365,0.46572255
15,8-2011,25,8,2011,Quebec,Professional occupations in natural and applied sciences [21],38.1,-0.60968365,0.46572255
15,8-2012,26,8,2012,Quebec,Professional occupations in natural and applied sciences [21],37.7,-0.60968365,0.46572255
15,8-2013,27,8,2013,Quebec,Professional occupations in natural and applied sciences [21],37.8,-0.60968365,0.46572255
15,8-2014,28,8,2014,Quebec,Professional occupations in natural and applied sciences [21],37.4,-0.60968365,0.46572255
15,8-2015,29,8,2015,Quebec,Professional occupations in natural and applied sciences [21],37.4,-0.60968365,0.46572255
15,8-2016,30,8,2016,Quebec,Professional occupations in natural and applied sciences [21],37.9,-0.60968365,0.46572255
15,8-2017,31,8,2017,Quebec,Professional occupations in natural and applied sciences [21],36.9,-0.60968365,0.46572255
15,8-2018,32,8,2018,Quebec,Professional occupations in natural and applied sciences [21],37.8,-0.60968365,0.46572255
15,8-2019,33,8,2019,Quebec,Professional occupations in natural and applied sciences [21],36.6,-0.60968365,0.46572255
15,8-2020,34,8,2020,Quebec,Professional occupations in natural and applied sciences [21],37,-0.60968365,0.46572255
15,9-1987,1,9,1987,Saskatchewan,Professional occupations in natural and applied sciences [21],39.9,-0.60968365,0.46572255
15,9-1988,2,9,1988,Saskatchewan,Professional occupations in natural and applied sciences [21],40.1,-0.60968365,0.46572255
15,9-1989,3,9,1989,Saskatchewan,Professional occupations in natural and applied sciences [21],41.7,-0.60968365,0.46572255
15,9-1990,4,9,1990,Saskatchewan,Professional occupations in natural and applied sciences [21],43.4,-0.60968365,0.46572255
15,9-1991,5,9,1991,Saskatchewan,Professional occupations in natural and applied sciences [21],39.6,-0.60968365,0.46572255
15,9-1992,6,9,1992,Saskatchewan,Professional occupations in natural and applied sciences [21],39.3,-0.60968365,0.46572255
15,9-1993,7,9,1993,Saskatchewan,Professional occupations in natural and applied sciences [21],40.1,-0.60968365,0.46572255
15,9-1994,8,9,1994,Saskatchewan,Professional occupations in natural and applied sciences [21],39.2,-0.60968365,0.46572255
15,9-1995,9,9,1995,Saskatchewan,Professional occupations in natural and applied sciences [21],39.8,-0.60968365,0.46572255
15,9-1996,10,9,1996,Saskatchewan,Professional occupations in natural and applied sciences [21],40.8,-0.60968365,0.46572255
15,9-1997,11,9,1997,Saskatchewan,Professional occupations in natural and applied sciences [21],41.2,-0.60968365,0.46572255
15,9-1998,12,9,1998,Saskatchewan,Professional occupations in natural and applied sciences [21],39.9,-0.60968365,0.46572255
15,9-1999,13,9,1999,Saskatchewan,Professional occupations in natural and applied sciences [21],39.9,-0.60968365,0.46572255
15,9-2000,14,9,2000,Saskatchewan,Professional occupations in natural and applied sciences [21],40.6,-0.60968365,0.46572255
15,9-2001,15,9,2001,Saskatchewan,Professional occupations in natural and applied sciences [21],40.3,-0.60968365,0.46572255
15,9-2002,16,9,2002,Saskatchewan,Professional occupations in natural and applied sciences [21],39.3,-0.60968365,0.46572255
15,9-2003,17,9,2003,Saskatchewan,Professional occupations in natural and applied sciences [21],38.7,-0.60968365,0.46572255
15,9-2004,18,9,2004,Saskatchewan,Professional occupations in natural and applied sciences [21],38.7,-0.60968365,0.46572255
15,9-2005,19,9,2005,Saskatchewan,Professional occupations in natural and applied sciences [21],39.3,-0.60968365,0.46572255
15,9-2006,20,9,2006,Saskatchewan,Professional occupations in natural and applied sciences [21],39.6,-0.60968365,0.46572255
15,9-2007,21,9,2007,Saskatchewan,Professional occupations in natural and applied sciences [21],39.9,-0.60968365,0.46572255
15,9-2008,22,9,2008,Saskatchewan,Professional occupations in natural and applied sciences [21],39.4,-0.60968365,0.46572255
15,9-2009,23,9,2009,Saskatchewan,Professional occupations in natural and applied sciences [21],37.7,-0.60968365,0.46572255
15,9-2010,24,9,2010,Saskatchewan,Professional occupations in natural and applied sciences [21],38.4,-0.60968365,0.46572255
15,9-2011,25,9,2011,Saskatchewan,Professional occupations in natural and applied sciences [21],39,-0.60968365,0.46572255
15,9-2012,26,9,2012,Saskatchewan,Professional occupations in natural and applied sciences [21],39.9,-0.60968365,0.46572255
15,9-2013,27,9,2013,Saskatchewan,Professional occupations in natural and applied sciences [21],39.8,-0.60968365,0.46572255
15,9-2014,28,9,2014,Saskatchewan,Professional occupations in natural and applied sciences [21],39.1,-0.60968365,0.46572255
15,9-2015,29,9,2015,Saskatchewan,Professional occupations in natural and applied sciences [21],37.6,-0.60968365,0.46572255
15,9-2016,30,9,2016,Saskatchewan,Professional occupations in natural and applied sciences [21],38.6,-0.60968365,0.46572255
15,9-2017,31,9,2017,Saskatchewan,Professional occupations in natural and applied sciences [21],38.5,-0.60968365,0.46572255
15,9-2018,32,9,2018,Saskatchewan,Professional occupations in natural and applied sciences [21],37.7,-0.60968365,0.46572255
15,9-2019,33,9,2019,Saskatchewan,Professional occupations in natural and applied sciences [21],37.3,-0.60968365,0.46572255
15,9-2020,34,9,2020,Saskatchewan,Professional occupations in natural and applied sciences [21],37.2,-0.60968365,0.46572255
16,0-1987,1,0,1987,Alberta,Professional occupations in nursing [30],32.6,-0.6664672,-0.75607385
16,0-1988,2,0,1988,Alberta,Professional occupations in nursing [30],32.7,-0.6664672,-0.75607385
16,0-1989,3,0,1989,Alberta,Professional occupations in nursing [30],33.6,-0.6664672,-0.75607385
16,0-1990,4,0,1990,Alberta,Professional occupations in nursing [30],31.8,-0.6664672,-0.75607385
16,0-1991,5,0,1991,Alberta,Professional occupations in nursing [30],32.2,-0.6664672,-0.75607385
16,0-1992,6,0,1992,Alberta,Professional occupations in nursing [30],31.5,-0.6664672,-0.75607385
16,0-1993,7,0,1993,Alberta,Professional occupations in nursing [30],30.7,-0.6664672,-0.75607385
16,0-1994,8,0,1994,Alberta,Professional occupations in nursing [30],31.4,-0.6664672,-0.75607385
16,0-1995,9,0,1995,Alberta,Professional occupations in nursing [30],31.6,-0.6664672,-0.75607385
16,0-1996,10,0,1996,Alberta,Professional occupations in nursing [30],31.3,-0.6664672,-0.75607385
16,0-1997,11,0,1997,Alberta,Professional occupations in nursing [30],30.6,-0.6664672,-0.75607385
16,0-1998,12,0,1998,Alberta,Professional occupations in nursing [30],30.3,-0.6664672,-0.75607385
16,0-1999,13,0,1999,Alberta,Professional occupations in nursing [30],31.4,-0.6664672,-0.75607385
16,0-2000,14,0,2000,Alberta,Professional occupations in nursing [30],30.8,-0.6664672,-0.75607385
16,0-2001,15,0,2001,Alberta,Professional occupations in nursing [30],31.6,-0.6664672,-0.75607385
16,0-2002,16,0,2002,Alberta,Professional occupations in nursing [30],31.8,-0.6664672,-0.75607385
16,0-2003,17,0,2003,Alberta,Professional occupations in nursing [30],33,-0.6664672,-0.75607385
16,0-2004,18,0,2004,Alberta,Professional occupations in nursing [30],31.6,-0.6664672,-0.75607385
16,0-2005,19,0,2005,Alberta,Professional occupations in nursing [30],31,-0.6664672,-0.75607385
16,0-2006,20,0,2006,Alberta,Professional occupations in nursing [30],32.3,-0.6664672,-0.75607385
16,0-2007,21,0,2007,Alberta,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,0-2008,22,0,2008,Alberta,Professional occupations in nursing [30],32.4,-0.6664672,-0.75607385
16,0-2009,23,0,2009,Alberta,Professional occupations in nursing [30],31.6,-0.6664672,-0.75607385
16,0-2010,24,0,2010,Alberta,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,0-2011,25,0,2011,Alberta,Professional occupations in nursing [30],33,-0.6664672,-0.75607385
16,0-2012,26,0,2012,Alberta,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,0-2013,27,0,2013,Alberta,Professional occupations in nursing [30],32.9,-0.6664672,-0.75607385
16,0-2014,28,0,2014,Alberta,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,0-2015,29,0,2015,Alberta,Professional occupations in nursing [30],31.1,-0.6664672,-0.75607385
16,0-2016,30,0,2016,Alberta,Professional occupations in nursing [30],32.4,-0.6664672,-0.75607385
16,0-2017,31,0,2017,Alberta,Professional occupations in nursing [30],30.9,-0.6664672,-0.75607385
16,0-2018,32,0,2018,Alberta,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,0-2019,33,0,2019,Alberta,Professional occupations in nursing [30],31.5,-0.6664672,-0.75607385
16,0-2020,34,0,2020,Alberta,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,1-1987,1,1,1987,British Columbia,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,1-1988,2,1,1988,British Columbia,Professional occupations in nursing [30],33.7,-0.6664672,-0.75607385
16,1-1989,3,1,1989,British Columbia,Professional occupations in nursing [30],33.6,-0.6664672,-0.75607385
16,1-1990,4,1,1990,British Columbia,Professional occupations in nursing [30],32.9,-0.6664672,-0.75607385
16,1-1991,5,1,1991,British Columbia,Professional occupations in nursing [30],33,-0.6664672,-0.75607385
16,1-1992,6,1,1992,British Columbia,Professional occupations in nursing [30],32.3,-0.6664672,-0.75607385
16,1-1993,7,1,1993,British Columbia,Professional occupations in nursing [30],31.8,-0.6664672,-0.75607385
16,1-1994,8,1,1994,British Columbia,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,1-1995,9,1,1995,British Columbia,Professional occupations in nursing [30],31.7,-0.6664672,-0.75607385
16,1-1996,10,1,1996,British Columbia,Professional occupations in nursing [30],33.1,-0.6664672,-0.75607385
16,1-1997,11,1,1997,British Columbia,Professional occupations in nursing [30],31.4,-0.6664672,-0.75607385
16,1-1998,12,1,1998,British Columbia,Professional occupations in nursing [30],31.4,-0.6664672,-0.75607385
16,1-1999,13,1,1999,British Columbia,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,1-2000,14,1,2000,British Columbia,Professional occupations in nursing [30],33.3,-0.6664672,-0.75607385
16,1-2001,15,1,2001,British Columbia,Professional occupations in nursing [30],32.7,-0.6664672,-0.75607385
16,1-2002,16,1,2002,British Columbia,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,1-2003,17,1,2003,British Columbia,Professional occupations in nursing [30],32.2,-0.6664672,-0.75607385
16,1-2004,18,1,2004,British Columbia,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,1-2005,19,1,2005,British Columbia,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,1-2006,20,1,2006,British Columbia,Professional occupations in nursing [30],35.1,-0.6664672,-0.75607385
16,1-2007,21,1,2007,British Columbia,Professional occupations in nursing [30],33.3,-0.6664672,-0.75607385
16,1-2008,22,1,2008,British Columbia,Professional occupations in nursing [30],34.3,-0.6664672,-0.75607385
16,1-2009,23,1,2009,British Columbia,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,1-2010,24,1,2010,British Columbia,Professional occupations in nursing [30],33,-0.6664672,-0.75607385
16,1-2011,25,1,2011,British Columbia,Professional occupations in nursing [30],32,-0.6664672,-0.75607385
16,1-2012,26,1,2012,British Columbia,Professional occupations in nursing [30],33.6,-0.6664672,-0.75607385
16,1-2013,27,1,2013,British Columbia,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,1-2014,28,1,2014,British Columbia,Professional occupations in nursing [30],32.6,-0.6664672,-0.75607385
16,1-2015,29,1,2015,British Columbia,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,1-2016,30,1,2016,British Columbia,Professional occupations in nursing [30],33.6,-0.6664672,-0.75607385
16,1-2017,31,1,2017,British Columbia,Professional occupations in nursing [30],33.6,-0.6664672,-0.75607385
16,1-2018,32,1,2018,British Columbia,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,1-2019,33,1,2019,British Columbia,Professional occupations in nursing [30],32.9,-0.6664672,-0.75607385
16,1-2020,34,1,2020,British Columbia,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,2-1987,1,2,1987,Manitoba,Professional occupations in nursing [30],32.3,-0.6664672,-0.75607385
16,2-1988,2,2,1988,Manitoba,Professional occupations in nursing [30],31.3,-0.6664672,-0.75607385
16,2-1989,3,2,1989,Manitoba,Professional occupations in nursing [30],32.6,-0.6664672,-0.75607385
16,2-1990,4,2,1990,Manitoba,Professional occupations in nursing [30],32.3,-0.6664672,-0.75607385
16,2-1991,5,2,1991,Manitoba,Professional occupations in nursing [30],32.4,-0.6664672,-0.75607385
16,2-1992,6,2,1992,Manitoba,Professional occupations in nursing [30],31.3,-0.6664672,-0.75607385
16,2-1993,7,2,1993,Manitoba,Professional occupations in nursing [30],31.8,-0.6664672,-0.75607385
16,2-1994,8,2,1994,Manitoba,Professional occupations in nursing [30],30.9,-0.6664672,-0.75607385
16,2-1995,9,2,1995,Manitoba,Professional occupations in nursing [30],30.9,-0.6664672,-0.75607385
16,2-1996,10,2,1996,Manitoba,Professional occupations in nursing [30],31.2,-0.6664672,-0.75607385
16,2-1997,11,2,1997,Manitoba,Professional occupations in nursing [30],32.2,-0.6664672,-0.75607385
16,2-1998,12,2,1998,Manitoba,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,2-1999,13,2,1999,Manitoba,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,2-2000,14,2,2000,Manitoba,Professional occupations in nursing [30],35.5,-0.6664672,-0.75607385
16,2-2001,15,2,2001,Manitoba,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,2-2002,16,2,2002,Manitoba,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,2-2003,17,2,2003,Manitoba,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,2-2004,18,2,2004,Manitoba,Professional occupations in nursing [30],32.7,-0.6664672,-0.75607385
16,2-2005,19,2,2005,Manitoba,Professional occupations in nursing [30],32.6,-0.6664672,-0.75607385
16,2-2006,20,2,2006,Manitoba,Professional occupations in nursing [30],34.3,-0.6664672,-0.75607385
16,2-2007,21,2,2007,Manitoba,Professional occupations in nursing [30],34.6,-0.6664672,-0.75607385
16,2-2008,22,2,2008,Manitoba,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,2-2009,23,2,2009,Manitoba,Professional occupations in nursing [30],33,-0.6664672,-0.75607385
16,2-2010,24,2,2010,Manitoba,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,2-2011,25,2,2011,Manitoba,Professional occupations in nursing [30],32.7,-0.6664672,-0.75607385
16,2-2012,26,2,2012,Manitoba,Professional occupations in nursing [30],32.7,-0.6664672,-0.75607385
16,2-2013,27,2,2013,Manitoba,Professional occupations in nursing [30],32.4,-0.6664672,-0.75607385
16,2-2014,28,2,2014,Manitoba,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,2-2015,29,2,2015,Manitoba,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,2-2016,30,2,2016,Manitoba,Professional occupations in nursing [30],32.3,-0.6664672,-0.75607385
16,2-2017,31,2,2017,Manitoba,Professional occupations in nursing [30],31.8,-0.6664672,-0.75607385
16,2-2018,32,2,2018,Manitoba,Professional occupations in nursing [30],34.9,-0.6664672,-0.75607385
16,2-2019,33,2,2019,Manitoba,Professional occupations in nursing [30],35.1,-0.6664672,-0.75607385
16,2-2020,34,2,2020,Manitoba,Professional occupations in nursing [30],34.9,-0.6664672,-0.75607385
16,3-1987,1,3,1987,New Brunswick,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,3-1988,2,3,1988,New Brunswick,Professional occupations in nursing [30],33.7,-0.6664672,-0.75607385
16,3-1989,3,3,1989,New Brunswick,Professional occupations in nursing [30],33.1,-0.6664672,-0.75607385
16,3-1990,4,3,1990,New Brunswick,Professional occupations in nursing [30],34.5,-0.6664672,-0.75607385
16,3-1991,5,3,1991,New Brunswick,Professional occupations in nursing [30],33.3,-0.6664672,-0.75607385
16,3-1992,6,3,1992,New Brunswick,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,3-1993,7,3,1993,New Brunswick,Professional occupations in nursing [30],33.7,-0.6664672,-0.75607385
16,3-1994,8,3,1994,New Brunswick,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,3-1995,9,3,1995,New Brunswick,Professional occupations in nursing [30],33.3,-0.6664672,-0.75607385
16,3-1996,10,3,1996,New Brunswick,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,3-1997,11,3,1997,New Brunswick,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,3-1998,12,3,1998,New Brunswick,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,3-1999,13,3,1999,New Brunswick,Professional occupations in nursing [30],35.1,-0.6664672,-0.75607385
16,3-2000,14,3,2000,New Brunswick,Professional occupations in nursing [30],34.3,-0.6664672,-0.75607385
16,3-2001,15,3,2001,New Brunswick,Professional occupations in nursing [30],34.5,-0.6664672,-0.75607385
16,3-2002,16,3,2002,New Brunswick,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,3-2003,17,3,2003,New Brunswick,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,3-2004,18,3,2004,New Brunswick,Professional occupations in nursing [30],33.2,-0.6664672,-0.75607385
16,3-2005,19,3,2005,New Brunswick,Professional occupations in nursing [30],33.4,-0.6664672,-0.75607385
16,3-2006,20,3,2006,New Brunswick,Professional occupations in nursing [30],32.2,-0.6664672,-0.75607385
16,3-2007,21,3,2007,New Brunswick,Professional occupations in nursing [30],34.6,-0.6664672,-0.75607385
16,3-2008,22,3,2008,New Brunswick,Professional occupations in nursing [30],34.6,-0.6664672,-0.75607385
16,3-2009,23,3,2009,New Brunswick,Professional occupations in nursing [30],33.9,-0.6664672,-0.75607385
16,3-2010,24,3,2010,New Brunswick,Professional occupations in nursing [30],34.3,-0.6664672,-0.75607385
16,3-2011,25,3,2011,New Brunswick,Professional occupations in nursing [30],35.2,-0.6664672,-0.75607385
16,3-2012,26,3,2012,New Brunswick,Professional occupations in nursing [30],34.8,-0.6664672,-0.75607385
16,3-2013,27,3,2013,New Brunswick,Professional occupations in nursing [30],34.1,-0.6664672,-0.75607385
16,3-2014,28,3,2014,New Brunswick,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,3-2015,29,3,2015,New Brunswick,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,3-2016,30,3,2016,New Brunswick,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,3-2017,31,3,2017,New Brunswick,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,3-2018,32,3,2018,New Brunswick,Professional occupations in nursing [30],34.5,-0.6664672,-0.75607385
16,3-2019,33,3,2019,New Brunswick,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,3-2020,34,3,2020,New Brunswick,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,4-1987,1,4,1987,Newfoundland and Labrador,Professional occupations in nursing [30],33.1,-0.6664672,-0.75607385
16,4-1988,2,4,1988,Newfoundland and Labrador,Professional occupations in nursing [30],34.7,-0.6664672,-0.75607385
16,4-1989,3,4,1989,Newfoundland and Labrador,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,4-1990,4,4,1990,Newfoundland and Labrador,Professional occupations in nursing [30],34.9,-0.6664672,-0.75607385
16,4-1991,5,4,1991,Newfoundland and Labrador,Professional occupations in nursing [30],36,-0.6664672,-0.75607385
16,4-1992,6,4,1992,Newfoundland and Labrador,Professional occupations in nursing [30],34.5,-0.6664672,-0.75607385
16,4-1993,7,4,1993,Newfoundland and Labrador,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,4-1994,8,4,1994,Newfoundland and Labrador,Professional occupations in nursing [30],35.1,-0.6664672,-0.75607385
16,4-1995,9,4,1995,Newfoundland and Labrador,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,4-1996,10,4,1996,Newfoundland and Labrador,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,4-1997,11,4,1997,Newfoundland and Labrador,Professional occupations in nursing [30],33.9,-0.6664672,-0.75607385
16,4-1998,12,4,1998,Newfoundland and Labrador,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,4-1999,13,4,1999,Newfoundland and Labrador,Professional occupations in nursing [30],33.7,-0.6664672,-0.75607385
16,4-2000,14,4,2000,Newfoundland and Labrador,Professional occupations in nursing [30],36.3,-0.6664672,-0.75607385
16,4-2001,15,4,2001,Newfoundland and Labrador,Professional occupations in nursing [30],34.7,-0.6664672,-0.75607385
16,4-2002,16,4,2002,Newfoundland and Labrador,Professional occupations in nursing [30],34.3,-0.6664672,-0.75607385
16,4-2003,17,4,2003,Newfoundland and Labrador,Professional occupations in nursing [30],35.5,-0.6664672,-0.75607385
16,4-2004,18,4,2004,Newfoundland and Labrador,Professional occupations in nursing [30],33.4,-0.6664672,-0.75607385
16,4-2005,19,4,2005,Newfoundland and Labrador,Professional occupations in nursing [30],34.9,-0.6664672,-0.75607385
16,4-2006,20,4,2006,Newfoundland and Labrador,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,4-2007,21,4,2007,Newfoundland and Labrador,Professional occupations in nursing [30],35.8,-0.6664672,-0.75607385
16,4-2008,22,4,2008,Newfoundland and Labrador,Professional occupations in nursing [30],36.5,-0.6664672,-0.75607385
16,4-2009,23,4,2009,Newfoundland and Labrador,Professional occupations in nursing [30],36.7,-0.6664672,-0.75607385
16,4-2010,24,4,2010,Newfoundland and Labrador,Professional occupations in nursing [30],36.2,-0.6664672,-0.75607385
16,4-2011,25,4,2011,Newfoundland and Labrador,Professional occupations in nursing [30],35.7,-0.6664672,-0.75607385
16,4-2012,26,4,2012,Newfoundland and Labrador,Professional occupations in nursing [30],35.3,-0.6664672,-0.75607385
16,4-2013,27,4,2013,Newfoundland and Labrador,Professional occupations in nursing [30],37.1,-0.6664672,-0.75607385
16,4-2014,28,4,2014,Newfoundland and Labrador,Professional occupations in nursing [30],34.6,-0.6664672,-0.75607385
16,4-2015,29,4,2015,Newfoundland and Labrador,Professional occupations in nursing [30],36.4,-0.6664672,-0.75607385
16,4-2016,30,4,2016,Newfoundland and Labrador,Professional occupations in nursing [30],35.5,-0.6664672,-0.75607385
16,4-2017,31,4,2017,Newfoundland and Labrador,Professional occupations in nursing [30],35.5,-0.6664672,-0.75607385
16,4-2018,32,4,2018,Newfoundland and Labrador,Professional occupations in nursing [30],34.6,-0.6664672,-0.75607385
16,4-2019,33,4,2019,Newfoundland and Labrador,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,4-2020,34,4,2020,Newfoundland and Labrador,Professional occupations in nursing [30],34.9,-0.6664672,-0.75607385
16,5-1987,1,5,1987,Nova Scotia,Professional occupations in nursing [30],32.8,-0.6664672,-0.75607385
16,5-1988,2,5,1988,Nova Scotia,Professional occupations in nursing [30],34,-0.6664672,-0.75607385
16,5-1989,3,5,1989,Nova Scotia,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,5-1990,4,5,1990,Nova Scotia,Professional occupations in nursing [30],33.9,-0.6664672,-0.75607385
16,5-1991,5,5,1991,Nova Scotia,Professional occupations in nursing [30],33.8,-0.6664672,-0.75607385
16,5-1992,6,5,1992,Nova Scotia,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,5-1993,7,5,1993,Nova Scotia,Professional occupations in nursing [30],32,-0.6664672,-0.75607385
16,5-1994,8,5,1994,Nova Scotia,Professional occupations in nursing [30],32,-0.6664672,-0.75607385
16,5-1995,9,5,1995,Nova Scotia,Professional occupations in nursing [30],31.3,-0.6664672,-0.75607385
16,5-1996,10,5,1996,Nova Scotia,Professional occupations in nursing [30],33,-0.6664672,-0.75607385
16,5-1997,11,5,1997,Nova Scotia,Professional occupations in nursing [30],33.1,-0.6664672,-0.75607385
16,5-1998,12,5,1998,Nova Scotia,Professional occupations in nursing [30],33.1,-0.6664672,-0.75607385
16,5-1999,13,5,1999,Nova Scotia,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,5-2000,14,5,2000,Nova Scotia,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,5-2001,15,5,2001,Nova Scotia,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,5-2002,16,5,2002,Nova Scotia,Professional occupations in nursing [30],34.3,-0.6664672,-0.75607385
16,5-2003,17,5,2003,Nova Scotia,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,5-2004,18,5,2004,Nova Scotia,Professional occupations in nursing [30],33.3,-0.6664672,-0.75607385
16,5-2005,19,5,2005,Nova Scotia,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,5-2006,20,5,2006,Nova Scotia,Professional occupations in nursing [30],35,-0.6664672,-0.75607385
16,5-2007,21,5,2007,Nova Scotia,Professional occupations in nursing [30],36,-0.6664672,-0.75607385
16,5-2008,22,5,2008,Nova Scotia,Professional occupations in nursing [30],34.2,-0.6664672,-0.75607385
16,5-2009,23,5,2009,Nova Scotia,Professional occupations in nursing [30],34.5,-0.6664672,-0.75607385
16,5-2010,24,5,2010,Nova Scotia,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,5-2011,25,5,2011,Nova Scotia,Professional occupations in nursing [30],33.5,-0.6664672,-0.75607385
16,5-2012,26,5,2012,Nova Scotia,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,5-2013,27,5,2013,Nova Scotia,Professional occupations in nursing [30],34.6,-0.6664672,-0.75607385
16,5-2014,28,5,2014,Nova Scotia,Professional occupations in nursing [30],34.7,-0.6664672,-0.75607385
16,5-2015,29,5,2015,Nova Scotia,Professional occupations in nursing [30],34.5,-0.6664672,-0.75607385
16,5-2016,30,5,2016,Nova Scotia,Professional occupations in nursing [30],33.9,-0.6664672,-0.75607385
16,5-2017,31,5,2017,Nova Scotia,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,5-2018,32,5,2018,Nova Scotia,Professional occupations in nursing [30],35.5,-0.6664672,-0.75607385
16,5-2019,33,5,2019,Nova Scotia,Professional occupations in nursing [30],34.4,-0.6664672,-0.75607385
16,5-2020,34,5,2020,Nova Scotia,Professional occupations in nursing [30],36.1,-0.6664672,-0.75607385
16,6-1987,1,6,1987,Ontario,Professional occupations in nursing [30],32.2,-0.6664672,-0.75607385
16,6-1988,2,6,1988,Ontario,Professional occupations in nursing [30],32.4,-0.6664672,-0.75607385
16,6-1989,3,6,1989,Ontario,Professional occupations in nursing [30],32.5,-0.6664672,-0.75607385
16,6-1990,4,6,1990,Ontario,Professional occupations in nursing [30],33.4,-0.6664672,-0.75607385
16,6-1991,5,6,1991,Ontario,Professional occupations in nursing [30],33.1,-0.6664672,-0.75607385
16,6-1992,6,6,1992,Ontario,Professional occupations in nursing [30],31.8,-0.6664672,-0.75607385
16,6-1993,7,6,1993,Ontario,Professional occupations in nursing [30],32.7,-0.6664672,-0.75607385
16,6-1994,8,6,1994,Ontario,Professional occupations in nursing [30],31.6,-0.6664672,-0.75607385
16,6-1995,9,6,1995,Ontario,Professional occupations in nursing [30],32.1,-0.6664672,-0.75607385
16,6-1996,10,6,1996,Ontario,Professional occupations in nursing [30],32,-0.6664672,-0.75607385
16,6-1997,11,6,1997,Ontario,Professional occupations in nursing [30],32.2,-0.6664672,-0.75607385
16,6-1998,12,6,1998,Ontario,Professional occupations in nursing [30],32,-0.6664672,-0.75607385
