occ_fixed,geo_year,time_trend,geo_fixed,year,geo,occ,wage_rate_2010,wage_rate,hours_worked,rti,off
16,4-2015,19,4,2015,Newfoundland and Labrador,Professional occupations in nursing [30],1090.54,1322.15,36.4,-0.6664672,-0.75607385
16,4-2016,20,4,2016,Newfoundland and Labrador,Professional occupations in nursing [30],1128.18,1367.78,35.5,-0.6664672,-0.75607385
16,4-2017,21,4,2017,Newfoundland and Labrador,Professional occupations in nursing [30],1165.76,1413.35,35.5,-0.6664672,-0.75607385
16,4-2018,22,4,2018,Newfoundland and Labrador,Professional occupations in nursing [30],1111.45,1347.5,34.6,-0.6664672,-0.75607385
16,5-1997,1,5,1997,Nova Scotia,Professional occupations in nursing [30],484.57,587.48,33.1,-0.6664672,-0.75607385
16,5-1998,2,5,1998,Nova Scotia,Professional occupations in nursing [30],527.35,639.35,33.1,-0.6664672,-0.75607385
16,5-1999,3,5,1999,Nova Scotia,Professional occupations in nursing [30],564.13,683.94,34.4,-0.6664672,-0.75607385
16,5-2000,4,5,2000,Nova Scotia,Professional occupations in nursing [30],597.63,724.55,34.2,-0.6664672,-0.75607385
16,5-2001,5,5,2001,Nova Scotia,Professional occupations in nursing [30],574.45,696.45,34.2,-0.6664672,-0.75607385
16,5-2002,6,5,2002,Nova Scotia,Professional occupations in nursing [30],653.38,792.15,34.3,-0.6664672,-0.75607385
16,5-2003,7,5,2003,Nova Scotia,Professional occupations in nursing [30],656.43,795.84,34.2,-0.6664672,-0.75607385
16,5-2004,8,5,2004,Nova Scotia,Professional occupations in nursing [30],714.24,865.93,33.3,-0.6664672,-0.75607385
16,5-2005,9,5,2005,Nova Scotia,Professional occupations in nursing [30],728.90,883.7,34.4,-0.6664672,-0.75607385
16,5-2006,10,5,2006,Nova Scotia,Professional occupations in nursing [30],790.07,957.87,35,-0.6664672,-0.75607385
16,5-2007,11,5,2007,Nova Scotia,Professional occupations in nursing [30],811.77,984.18,36,-0.6664672,-0.75607385
16,5-2008,12,5,2008,Nova Scotia,Professional occupations in nursing [30],797.03,966.3,34.2,-0.6664672,-0.75607385
16,5-2009,13,5,2009,Nova Scotia,Professional occupations in nursing [30],834.70,1011.98,34.5,-0.6664672,-0.75607385
16,5-2010,14,5,2010,Nova Scotia,Professional occupations in nursing [30],869.45,1054.11,33.5,-0.6664672,-0.75607385
16,5-2011,15,5,2011,Nova Scotia,Professional occupations in nursing [30],856.88,1038.87,33.5,-0.6664672,-0.75607385
16,5-2012,16,5,2012,Nova Scotia,Professional occupations in nursing [30],891.60,1080.96,34.4,-0.6664672,-0.75607385
16,5-2013,17,5,2013,Nova Scotia,Professional occupations in nursing [30],895.31,1085.46,34.6,-0.6664672,-0.75607385
16,5-2014,18,5,2014,Nova Scotia,Professional occupations in nursing [30],962.30,1166.67,34.7,-0.6664672,-0.75607385
16,5-2015,19,5,2015,Nova Scotia,Professional occupations in nursing [30],964.38,1169.2,34.5,-0.6664672,-0.75607385
16,5-2016,20,5,2016,Nova Scotia,Professional occupations in nursing [30],951.34,1153.39,33.9,-0.6664672,-0.75607385
16,5-2017,21,5,2017,Nova Scotia,Professional occupations in nursing [30],984.39,1193.46,34.4,-0.6664672,-0.75607385
16,5-2018,22,5,2018,Nova Scotia,Professional occupations in nursing [30],1025.05,1242.75,35.5,-0.6664672,-0.75607385
16,6-1997,1,6,1997,Ontario,Professional occupations in nursing [30],570.73,691.94,32.2,-0.6664672,-0.75607385
16,6-1998,2,6,1998,Ontario,Professional occupations in nursing [30],575.24,697.41,32,-0.6664672,-0.75607385
16,6-1999,3,6,1999,Ontario,Professional occupations in nursing [30],608.17,737.33,32.4,-0.6664672,-0.75607385
16,6-2000,4,6,2000,Ontario,Professional occupations in nursing [30],645.18,782.2,32.8,-0.6664672,-0.75607385
16,6-2001,5,6,2001,Ontario,Professional occupations in nursing [30],670.94,813.43,33.5,-0.6664672,-0.75607385
16,6-2002,6,6,2002,Ontario,Professional occupations in nursing [30],712.77,864.15,33.3,-0.6664672,-0.75607385
16,6-2003,7,6,2003,Ontario,Professional occupations in nursing [30],707.94,858.29,32.3,-0.6664672,-0.75607385
16,6-2004,8,6,2004,Ontario,Professional occupations in nursing [30],755.54,916,33.6,-0.6664672,-0.75607385
16,6-2005,9,6,2005,Ontario,Professional occupations in nursing [30],781.11,947,33.2,-0.6664672,-0.75607385
16,6-2006,10,6,2006,Ontario,Professional occupations in nursing [30],802.85,973.36,33.1,-0.6664672,-0.75607385
16,6-2007,11,6,2007,Ontario,Professional occupations in nursing [30],850.14,1030.69,34.3,-0.6664672,-0.75607385
16,6-2008,12,6,2008,Ontario,Professional occupations in nursing [30],883.72,1071.4,33.6,-0.6664672,-0.75607385
16,6-2009,13,6,2009,Ontario,Professional occupations in nursing [30],923.07,1119.11,34,-0.6664672,-0.75607385
16,6-2010,14,6,2010,Ontario,Professional occupations in nursing [30],940.89,1140.72,33.5,-0.6664672,-0.75607385
16,6-2011,15,6,2011,Ontario,Professional occupations in nursing [30],977.14,1184.67,34.6,-0.6664672,-0.75607385
16,6-2012,16,6,2012,Ontario,Professional occupations in nursing [30],977.15,1184.68,34.4,-0.6664672,-0.75607385
16,6-2013,17,6,2013,Ontario,Professional occupations in nursing [30],991.58,1202.17,34.5,-0.6664672,-0.75607385
16,6-2014,18,6,2014,Ontario,Professional occupations in nursing [30],1020.81,1237.61,34.1,-0.6664672,-0.75607385
16,6-2015,19,6,2015,Ontario,Professional occupations in nursing [30],1017.60,1233.72,34.5,-0.6664672,-0.75607385
16,6-2016,20,6,2016,Ontario,Professional occupations in nursing [30],991.65,1202.26,33.4,-0.6664672,-0.75607385
16,6-2017,21,6,2017,Ontario,Professional occupations in nursing [30],1027.06,1245.19,33.8,-0.6664672,-0.75607385
16,6-2018,22,6,2018,Ontario,Professional occupations in nursing [30],1026.08,1244,34.4,-0.6664672,-0.75607385
16,7-1997,1,7,1997,Prince Edward Island,Professional occupations in nursing [30],484.76,587.72,29.4,-0.6664672,-0.75607385
16,7-1998,2,7,1998,Prince Edward Island,Professional occupations in nursing [30],488.37,592.09,30.8,-0.6664672,-0.75607385
16,7-1999,3,7,1999,Prince Edward Island,Professional occupations in nursing [30],499.67,605.79,34.4,-0.6664672,-0.75607385
16,7-2000,4,7,2000,Prince Edward Island,Professional occupations in nursing [30],557.20,675.54,33,-0.6664672,-0.75607385
16,7-2001,5,7,2001,Prince Edward Island,Professional occupations in nursing [30],559.29,678.07,31.4,-0.6664672,-0.75607385
16,7-2002,6,7,2002,Prince Edward Island,Professional occupations in nursing [30],583.19,707.05,32.7,-0.6664672,-0.75607385
16,7-2003,7,7,2003,Prince Edward Island,Professional occupations in nursing [30],644.10,780.89,32.8,-0.6664672,-0.75607385
16,7-2004,8,7,2004,Prince Edward Island,Professional occupations in nursing [30],670.73,813.18,32.5,-0.6664672,-0.75607385
16,7-2005,9,7,2005,Prince Edward Island,Professional occupations in nursing [30],624.47,757.1,30,-0.6664672,-0.75607385
16,7-2006,10,7,2006,Prince Edward Island,Professional occupations in nursing [30],686.42,832.2,32.4,-0.6664672,-0.75607385
16,7-2007,11,7,2007,Prince Edward Island,Professional occupations in nursing [30],724.30,878.13,31.9,-0.6664672,-0.75607385
16,7-2008,12,7,2008,Prince Edward Island,Professional occupations in nursing [30],744.82,903.01,32.3,-0.6664672,-0.75607385
16,7-2009,13,7,2009,Prince Edward Island,Professional occupations in nursing [30],723.45,877.1,30.9,-0.6664672,-0.75607385
16,7-2010,14,7,2010,Prince Edward Island,Professional occupations in nursing [30],789.68,957.39,30.9,-0.6664672,-0.75607385
16,7-2011,15,7,2011,Prince Edward Island,Professional occupations in nursing [30],884.44,1072.28,32.9,-0.6664672,-0.75607385
16,7-2012,16,7,2012,Prince Edward Island,Professional occupations in nursing [30],907.40,1100.12,33.5,-0.6664672,-0.75607385
16,7-2013,17,7,2013,Prince Edward Island,Professional occupations in nursing [30],876.24,1062.34,33.2,-0.6664672,-0.75607385
16,7-2014,18,7,2014,Prince Edward Island,Professional occupations in nursing [30],886.64,1074.95,32.2,-0.6664672,-0.75607385
16,7-2015,19,7,2015,Prince Edward Island,Professional occupations in nursing [30],939.07,1138.51,33.4,-0.6664672,-0.75607385
16,7-2016,20,7,2016,Prince Edward Island,Professional occupations in nursing [30],1009.21,1223.55,34.2,-0.6664672,-0.75607385
16,7-2017,21,7,2017,Prince Edward Island,Professional occupations in nursing [30],1041.93,1263.22,34.6,-0.6664672,-0.75607385
16,7-2018,22,7,2018,Prince Edward Island,Professional occupations in nursing [30],1027.07,1245.2,34.2,-0.6664672,-0.75607385
16,8-1997,1,8,1997,Quebec,Professional occupations in nursing [30],517.40,627.29,31.2,-0.6664672,-0.75607385
16,8-1998,2,8,1998,Quebec,Professional occupations in nursing [30],509.31,617.48,31.3,-0.6664672,-0.75607385
16,8-1999,3,8,1999,Quebec,Professional occupations in nursing [30],540.50,655.29,31.6,-0.6664672,-0.75607385
16,8-2000,4,8,2000,Quebec,Professional occupations in nursing [30],564.53,684.43,32.5,-0.6664672,-0.75607385
16,8-2001,5,8,2001,Quebec,Professional occupations in nursing [30],583.05,706.88,31.9,-0.6664672,-0.75607385
16,8-2002,6,8,2002,Quebec,Professional occupations in nursing [30],633.08,767.53,32.2,-0.6664672,-0.75607385
16,8-2003,7,8,2003,Quebec,Professional occupations in nursing [30],654.33,793.3,31.9,-0.6664672,-0.75607385
16,8-2004,8,8,2004,Quebec,Professional occupations in nursing [30],649.59,787.55,31.7,-0.6664672,-0.75607385
16,8-2005,9,8,2005,Quebec,Professional occupations in nursing [30],658.64,798.52,33.5,-0.6664672,-0.75607385
16,8-2006,10,8,2006,Quebec,Professional occupations in nursing [30],669.89,812.16,32.6,-0.6664672,-0.75607385
16,8-2007,11,8,2007,Quebec,Professional occupations in nursing [30],710.25,861.09,33.1,-0.6664672,-0.75607385
16,8-2008,12,8,2008,Quebec,Professional occupations in nursing [30],729.27,884.15,32.4,-0.6664672,-0.75607385
16,8-2009,13,8,2009,Quebec,Professional occupations in nursing [30],795.51,964.46,32.8,-0.6664672,-0.75607385
16,8-2010,14,8,2010,Quebec,Professional occupations in nursing [30],763.81,926.03,32.5,-0.6664672,-0.75607385
16,8-2011,15,8,2011,Quebec,Professional occupations in nursing [30],781.88,947.94,33.6,-0.6664672,-0.75607385
16,8-2012,16,8,2012,Quebec,Professional occupations in nursing [30],840.89,1019.48,34.1,-0.6664672,-0.75607385
16,8-2013,17,8,2013,Quebec,Professional occupations in nursing [30],818.26,992.04,33.1,-0.6664672,-0.75607385
16,8-2014,18,8,2014,Quebec,Professional occupations in nursing [30],863.27,1046.61,33.8,-0.6664672,-0.75607385
16,8-2015,19,8,2015,Quebec,Professional occupations in nursing [30],876.26,1062.36,33,-0.6664672,-0.75607385
16,8-2016,20,8,2016,Quebec,Professional occupations in nursing [30],924.18,1120.46,33.8,-0.6664672,-0.75607385
16,8-2017,21,8,2017,Quebec,Professional occupations in nursing [30],927.65,1124.66,33.4,-0.6664672,-0.75607385
16,8-2018,22,8,2018,Quebec,Professional occupations in nursing [30],916.17,1110.75,33.8,-0.6664672,-0.75607385
16,9-1997,1,9,1997,Saskatchewan,Professional occupations in nursing [30],529.68,642.18,31.3,-0.6664672,-0.75607385
16,9-1998,2,9,1998,Saskatchewan,Professional occupations in nursing [30],530.34,642.97,32,-0.6664672,-0.75607385
16,9-1999,3,9,1999,Saskatchewan,Professional occupations in nursing [30],577.71,700.4,33.5,-0.6664672,-0.75607385
16,9-2000,4,9,2000,Saskatchewan,Professional occupations in nursing [30],590.89,716.39,32.7,-0.6664672,-0.75607385
16,9-2001,5,9,2001,Saskatchewan,Professional occupations in nursing [30],632.37,766.67,33.6,-0.6664672,-0.75607385
16,9-2002,6,9,2002,Saskatchewan,Professional occupations in nursing [30],645.92,783.1,33.3,-0.6664672,-0.75607385
16,9-2003,7,9,2003,Saskatchewan,Professional occupations in nursing [30],701.06,849.95,33.1,-0.6664672,-0.75607385
16,9-2004,8,9,2004,Saskatchewan,Professional occupations in nursing [30],747.17,905.85,32.5,-0.6664672,-0.75607385
16,9-2005,9,9,2005,Saskatchewan,Professional occupations in nursing [30],780.18,945.87,33.3,-0.6664672,-0.75607385
16,9-2006,10,9,2006,Saskatchewan,Professional occupations in nursing [30],815.93,989.22,34.2,-0.6664672,-0.75607385
16,9-2007,11,9,2007,Saskatchewan,Professional occupations in nursing [30],843.83,1023.04,33.9,-0.6664672,-0.75607385
16,9-2008,12,9,2008,Saskatchewan,Professional occupations in nursing [30],888.85,1077.63,33.7,-0.6664672,-0.75607385
16,9-2009,13,9,2009,Saskatchewan,Professional occupations in nursing [30],1003.35,1216.44,34.6,-0.6664672,-0.75607385
16,9-2010,14,9,2010,Saskatchewan,Professional occupations in nursing [30],1014.90,1230.45,33.2,-0.6664672,-0.75607385
16,9-2011,15,9,2011,Saskatchewan,Professional occupations in nursing [30],1077.44,1306.27,34.3,-0.6664672,-0.75607385
16,9-2012,16,9,2012,Saskatchewan,Professional occupations in nursing [30],1099.80,1333.38,34.4,-0.6664672,-0.75607385
16,9-2013,17,9,2013,Saskatchewan,Professional occupations in nursing [30],1082.56,1312.48,33.2,-0.6664672,-0.75607385
16,9-2014,18,9,2014,Saskatchewan,Professional occupations in nursing [30],1086.12,1316.79,33,-0.6664672,-0.75607385
16,9-2015,19,9,2015,Saskatchewan,Professional occupations in nursing [30],1166.39,1414.11,35.1,-0.6664672,-0.75607385
16,9-2016,20,9,2016,Saskatchewan,Professional occupations in nursing [30],1165.62,1413.18,33.3,-0.6664672,-0.75607385
16,9-2017,21,9,2017,Saskatchewan,Professional occupations in nursing [30],1154.55,1399.75,33.4,-0.6664672,-0.75607385
16,9-2018,22,9,2018,Saskatchewan,Professional occupations in nursing [30],1188.24,1440.6,34.2,-0.6664672,-0.75607385
17,0-1997,1,0,1997,Alberta,Retail sales supervisors and specialized sales occupations [62],531.36,644.21,41.3,0.0534066,-0.8927469
17,0-1998,2,0,1998,Alberta,Retail sales supervisors and specialized sales occupations [62],518.76,628.93,39.6,0.0534066,-0.8927469
17,0-1999,3,0,1999,Alberta,Retail sales supervisors and specialized sales occupations [62],545.22,661.02,41,0.0534066,-0.8927469
17,0-2000,4,0,2000,Alberta,Retail sales supervisors and specialized sales occupations [62],569.39,690.32,40.1,0.0534066,-0.8927469
17,0-2001,5,0,2001,Alberta,Retail sales supervisors and specialized sales occupations [62],578.48,701.34,40.7,0.0534066,-0.8927469
17,0-2002,6,0,2002,Alberta,Retail sales supervisors and specialized sales occupations [62],607.07,736,40.1,0.0534066,-0.8927469
17,0-2003,7,0,2003,Alberta,Retail sales supervisors and specialized sales occupations [62],633.21,767.69,39.4,0.0534066,-0.8927469
17,0-2004,8,0,2004,Alberta,Retail sales supervisors and specialized sales occupations [62],579.78,702.91,38.7,0.0534066,-0.8927469
17,0-2005,9,0,2005,Alberta,Retail sales supervisors and specialized sales occupations [62],641.02,777.16,40,0.0534066,-0.8927469
17,0-2006,10,0,2006,Alberta,Retail sales supervisors and specialized sales occupations [62],659.95,800.11,40.1,0.0534066,-0.8927469
17,0-2007,11,0,2007,Alberta,Retail sales supervisors and specialized sales occupations [62],703.22,852.57,40.1,0.0534066,-0.8927469
17,0-2008,12,0,2008,Alberta,Retail sales supervisors and specialized sales occupations [62],725.89,880.05,39.3,0.0534066,-0.8927469
17,0-2009,13,0,2009,Alberta,Retail sales supervisors and specialized sales occupations [62],730.99,886.24,38.5,0.0534066,-0.8927469
17,0-2010,14,0,2010,Alberta,Retail sales supervisors and specialized sales occupations [62],757.88,918.84,38.5,0.0534066,-0.8927469
17,0-2011,15,0,2011,Alberta,Retail sales supervisors and specialized sales occupations [62],757.36,918.21,38.5,0.0534066,-0.8927469
17,0-2012,16,0,2012,Alberta,Retail sales supervisors and specialized sales occupations [62],770.77,934.47,39,0.0534066,-0.8927469
17,0-2013,17,0,2013,Alberta,Retail sales supervisors and specialized sales occupations [62],856.91,1038.9,38.8,0.0534066,-0.8927469
17,0-2014,18,0,2014,Alberta,Retail sales supervisors and specialized sales occupations [62],814.87,987.93,37.8,0.0534066,-0.8927469
17,0-2015,19,0,2015,Alberta,Retail sales supervisors and specialized sales occupations [62],891.34,1080.65,37.7,0.0534066,-0.8927469
17,0-2016,20,0,2016,Alberta,Retail sales supervisors and specialized sales occupations [62],860.47,1043.22,38.2,0.0534066,-0.8927469
17,0-2017,21,0,2017,Alberta,Retail sales supervisors and specialized sales occupations [62],849.67,1030.12,38.7,0.0534066,-0.8927469
17,0-2018,22,0,2018,Alberta,Retail sales supervisors and specialized sales occupations [62],837.58,1015.47,38.6,0.0534066,-0.8927469
17,1-1997,1,1,1997,British Columbia,Retail sales supervisors and specialized sales occupations [62],547.62,663.93,40.1,0.0534066,-0.8927469
17,1-1998,2,1,1998,British Columbia,Retail sales supervisors and specialized sales occupations [62],566.85,687.24,39.6,0.0534066,-0.8927469
17,1-1999,3,1,1999,British Columbia,Retail sales supervisors and specialized sales occupations [62],565.54,685.65,38.9,0.0534066,-0.8927469
17,1-2000,4,1,2000,British Columbia,Retail sales supervisors and specialized sales occupations [62],530.86,643.6,38.8,0.0534066,-0.8927469
17,1-2001,5,1,2001,British Columbia,Retail sales supervisors and specialized sales occupations [62],558.64,677.28,38.5,0.0534066,-0.8927469
17,1-2002,6,1,2002,British Columbia,Retail sales supervisors and specialized sales occupations [62],588.04,712.93,38.3,0.0534066,-0.8927469
17,1-2003,7,1,2003,British Columbia,Retail sales supervisors and specialized sales occupations [62],589.24,714.38,38.4,0.0534066,-0.8927469
17,1-2004,8,1,2004,British Columbia,Retail sales supervisors and specialized sales occupations [62],582.19,705.84,38.3,0.0534066,-0.8927469
17,1-2005,9,1,2005,British Columbia,Retail sales supervisors and specialized sales occupations [62],566.41,686.7,37.7,0.0534066,-0.8927469
17,1-2006,10,1,2006,British Columbia,Retail sales supervisors and specialized sales occupations [62],605.49,734.09,38.4,0.0534066,-0.8927469
17,1-2007,11,1,2007,British Columbia,Retail sales supervisors and specialized sales occupations [62],615.72,746.49,39.4,0.0534066,-0.8927469
17,1-2008,12,1,2008,British Columbia,Retail sales supervisors and specialized sales occupations [62],613.35,743.62,37,0.0534066,-0.8927469
17,1-2009,13,1,2009,British Columbia,Retail sales supervisors and specialized sales occupations [62],637.50,772.89,37.3,0.0534066,-0.8927469
17,1-2010,14,1,2010,British Columbia,Retail sales supervisors and specialized sales occupations [62],670.80,813.27,36.9,0.0534066,-0.8927469
17,1-2011,15,1,2011,British Columbia,Retail sales supervisors and specialized sales occupations [62],686.85,832.72,37.6,0.0534066,-0.8927469
17,1-2012,16,1,2012,British Columbia,Retail sales supervisors and specialized sales occupations [62],695.56,843.29,38.3,0.0534066,-0.8927469
17,1-2013,17,1,2013,British Columbia,Retail sales supervisors and specialized sales occupations [62],698.63,847.01,36.7,0.0534066,-0.8927469
17,1-2014,18,1,2014,British Columbia,Retail sales supervisors and specialized sales occupations [62],701.18,850.1,36.8,0.0534066,-0.8927469
17,1-2015,19,1,2015,British Columbia,Retail sales supervisors and specialized sales occupations [62],753.62,913.67,37.1,0.0534066,-0.8927469
17,1-2016,20,1,2016,British Columbia,Retail sales supervisors and specialized sales occupations [62],732.59,888.18,38.2,0.0534066,-0.8927469
17,1-2017,21,1,2017,British Columbia,Retail sales supervisors and specialized sales occupations [62],740.63,897.93,37.7,0.0534066,-0.8927469
17,1-2018,22,1,2018,British Columbia,Retail sales supervisors and specialized sales occupations [62],737.82,894.52,36.4,0.0534066,-0.8927469
17,2-1997,1,2,1997,Manitoba,Retail sales supervisors and specialized sales occupations [62],515.65,625.17,41.2,0.0534066,-0.8927469
17,2-1998,2,2,1998,Manitoba,Retail sales supervisors and specialized sales occupations [62],496.20,601.58,40.1,0.0534066,-0.8927469
17,2-1999,3,2,1999,Manitoba,Retail sales supervisors and specialized sales occupations [62],447.07,542.02,39.5,0.0534066,-0.8927469
17,2-2000,4,2,2000,Manitoba,Retail sales supervisors and specialized sales occupations [62],514.38,623.63,40.5,0.0534066,-0.8927469
17,2-2001,5,2,2001,Manitoba,Retail sales supervisors and specialized sales occupations [62],507.00,614.68,40.3,0.0534066,-0.8927469
17,2-2002,6,2,2002,Manitoba,Retail sales supervisors and specialized sales occupations [62],520.41,630.94,39.4,0.0534066,-0.8927469
17,2-2003,7,2,2003,Manitoba,Retail sales supervisors and specialized sales occupations [62],492.71,597.35,38.1,0.0534066,-0.8927469
17,2-2004,8,2,2004,Manitoba,Retail sales supervisors and specialized sales occupations [62],525.70,637.35,38.8,0.0534066,-0.8927469
17,2-2005,9,2,2005,Manitoba,Retail sales supervisors and specialized sales occupations [62],526.20,637.95,39.4,0.0534066,-0.8927469
17,2-2006,10,2,2006,Manitoba,Retail sales supervisors and specialized sales occupations [62],530.39,643.03,39.1,0.0534066,-0.8927469
17,2-2007,11,2,2007,Manitoba,Retail sales supervisors and specialized sales occupations [62],584.94,709.17,38,0.0534066,-0.8927469
17,2-2008,12,2,2008,Manitoba,Retail sales supervisors and specialized sales occupations [62],589.78,715.04,38.2,0.0534066,-0.8927469
17,2-2009,13,2,2009,Manitoba,Retail sales supervisors and specialized sales occupations [62],613.06,743.26,38.1,0.0534066,-0.8927469
17,2-2010,14,2,2010,Manitoba,Retail sales supervisors and specialized sales occupations [62],642.29,778.7,37.6,0.0534066,-0.8927469
17,2-2011,15,2,2011,Manitoba,Retail sales supervisors and specialized sales occupations [62],615.25,745.92,38.3,0.0534066,-0.8927469
17,2-2012,16,2,2012,Manitoba,Retail sales supervisors and specialized sales occupations [62],626.52,759.58,38.2,0.0534066,-0.8927469
17,2-2013,17,2,2013,Manitoba,Retail sales supervisors and specialized sales occupations [62],657.66,797.33,37.6,0.0534066,-0.8927469
17,2-2014,18,2,2014,Manitoba,Retail sales supervisors and specialized sales occupations [62],670.67,813.11,37.3,0.0534066,-0.8927469
17,2-2015,19,2,2015,Manitoba,Retail sales supervisors and specialized sales occupations [62],674.83,818.15,37.2,0.0534066,-0.8927469
17,2-2016,20,2,2016,Manitoba,Retail sales supervisors and specialized sales occupations [62],646.74,784.09,37.6,0.0534066,-0.8927469
17,2-2017,21,2,2017,Manitoba,Retail sales supervisors and specialized sales occupations [62],698.27,846.57,38.2,0.0534066,-0.8927469
17,2-2018,22,2,2018,Manitoba,Retail sales supervisors and specialized sales occupations [62],721.12,874.27,38.1,0.0534066,-0.8927469
17,3-1997,1,3,1997,New Brunswick,Retail sales supervisors and specialized sales occupations [62],477.55,578.97,42.1,0.0534066,-0.8927469
17,3-1998,2,3,1998,New Brunswick,Retail sales supervisors and specialized sales occupations [62],466.59,565.69,41.9,0.0534066,-0.8927469
17,3-1999,3,3,1999,New Brunswick,Retail sales supervisors and specialized sales occupations [62],436.29,528.95,39.8,0.0534066,-0.8927469
17,3-2000,4,3,2000,New Brunswick,Retail sales supervisors and specialized sales occupations [62],465.30,564.12,40.5,0.0534066,-0.8927469
17,3-2001,5,3,2001,New Brunswick,Retail sales supervisors and specialized sales occupations [62],462.45,560.66,39.8,0.0534066,-0.8927469
17,3-2002,6,3,2002,New Brunswick,Retail sales supervisors and specialized sales occupations [62],488.82,592.64,40.1,0.0534066,-0.8927469
17,3-2003,7,3,2003,New Brunswick,Retail sales supervisors and specialized sales occupations [62],476.98,578.28,39.1,0.0534066,-0.8927469
17,3-2004,8,3,2004,New Brunswick,Retail sales supervisors and specialized sales occupations [62],502.31,608.99,39.9,0.0534066,-0.8927469
17,3-2005,9,3,2005,New Brunswick,Retail sales supervisors and specialized sales occupations [62],483.28,585.92,39.5,0.0534066,-0.8927469
17,3-2006,10,3,2006,New Brunswick,Retail sales supervisors and specialized sales occupations [62],481.28,583.5,39.2,0.0534066,-0.8927469
17,3-2007,11,3,2007,New Brunswick,Retail sales supervisors and specialized sales occupations [62],506.88,614.53,38.8,0.0534066,-0.8927469
17,3-2008,12,3,2008,New Brunswick,Retail sales supervisors and specialized sales occupations [62],536.91,650.94,38.2,0.0534066,-0.8927469
17,3-2009,13,3,2009,New Brunswick,Retail sales supervisors and specialized sales occupations [62],509.54,617.76,38.1,0.0534066,-0.8927469
17,3-2010,14,3,2010,New Brunswick,Retail sales supervisors and specialized sales occupations [62],541.07,655.98,38.7,0.0534066,-0.8927469
17,3-2011,15,3,2011,New Brunswick,Retail sales supervisors and specialized sales occupations [62],555.34,673.29,37.3,0.0534066,-0.8927469
17,3-2012,16,3,2012,New Brunswick,Retail sales supervisors and specialized sales occupations [62],583.90,707.91,39.2,0.0534066,-0.8927469
17,3-2013,17,3,2013,New Brunswick,Retail sales supervisors and specialized sales occupations [62],612.90,743.07,38.1,0.0534066,-0.8927469
17,3-2014,18,3,2014,New Brunswick,Retail sales supervisors and specialized sales occupations [62],606.50,735.31,37.2,0.0534066,-0.8927469
17,3-2015,19,3,2015,New Brunswick,Retail sales supervisors and specialized sales occupations [62],636.85,772.11,37.6,0.0534066,-0.8927469
17,3-2016,20,3,2016,New Brunswick,Retail sales supervisors and specialized sales occupations [62],612.07,742.06,39.2,0.0534066,-0.8927469
17,3-2017,21,3,2017,New Brunswick,Retail sales supervisors and specialized sales occupations [62],628.78,762.32,38.1,0.0534066,-0.8927469
17,3-2018,22,3,2018,New Brunswick,Retail sales supervisors and specialized sales occupations [62],616.90,747.92,37.6,0.0534066,-0.8927469
17,4-1997,1,4,1997,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],457.41,554.56,44,0.0534066,-0.8927469
17,4-1998,2,4,1998,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],431.21,522.79,40.4,0.0534066,-0.8927469
17,4-1999,3,4,1999,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],409.90,496.96,41.1,0.0534066,-0.8927469
17,4-2000,4,4,2000,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],432.54,524.4,42.1,0.0534066,-0.8927469
17,4-2001,5,4,2001,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],432.13,523.91,37.5,0.0534066,-0.8927469
17,4-2002,6,4,2002,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],484.97,587.97,39.5,0.0534066,-0.8927469
17,4-2003,7,4,2003,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],409.03,495.9,37.3,0.0534066,-0.8927469
17,4-2004,8,4,2004,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],455.79,552.59,39,0.0534066,-0.8927469
17,4-2005,9,4,2005,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],464.85,563.58,39.8,0.0534066,-0.8927469
17,4-2006,10,4,2006,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],492.73,597.38,40.3,0.0534066,-0.8927469
17,4-2007,11,4,2007,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],458.12,555.42,39.6,0.0534066,-0.8927469
17,4-2008,12,4,2008,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],481.30,583.52,38,0.0534066,-0.8927469
17,4-2009,13,4,2009,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],514.84,624.18,38.6,0.0534066,-0.8927469
17,4-2010,14,4,2010,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],552.14,669.41,39.1,0.0534066,-0.8927469
17,4-2011,15,4,2011,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],580.73,704.07,38.6,0.0534066,-0.8927469
17,4-2012,16,4,2012,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],593.58,719.65,39.3,0.0534066,-0.8927469
17,4-2013,17,4,2013,Newfoundland and Labrador,Retail sales supervisors and specialized sales occupations [62],658.32,798.13,38.3,0.0534066,-0.8927469
