year,geo,naics,hours_worked
1989,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
1990,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
1991,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.6
1992,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.1
1993,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.1
1994,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
1995,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36
1996,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.7
1997,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
1998,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
1999,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
2000,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
2001,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.4
2002,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.3
2003,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2004,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.7
2005,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35
2006,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.5
2007,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.4
2008,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.9
2009,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.1
2010,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.9
2011,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2012,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
2013,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.1
2014,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2015,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.3
2016,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
2017,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",34.5
2018,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2019,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
2020,Quebec,"Finance, insurance, real estate, rental and leasing [52-53]",35
1987,Quebec,"Professional, scientific and technical services [54]",38
1988,Quebec,"Professional, scientific and technical services [54]",38.8
1989,Quebec,"Professional, scientific and technical services [54]",38.6
1990,Quebec,"Professional, scientific and technical services [54]",39
1991,Quebec,"Professional, scientific and technical services [54]",37.9
1992,Quebec,"Professional, scientific and technical services [54]",37.9
1993,Quebec,"Professional, scientific and technical services [54]",37.7
1994,Quebec,"Professional, scientific and technical services [54]",38.3
1995,Quebec,"Professional, scientific and technical services [54]",39
1996,Quebec,"Professional, scientific and technical services [54]",38.8
1997,Quebec,"Professional, scientific and technical services [54]",38.2
1998,Quebec,"Professional, scientific and technical services [54]",37.9
1999,Quebec,"Professional, scientific and technical services [54]",38.5
2000,Quebec,"Professional, scientific and technical services [54]",38.4
2001,Quebec,"Professional, scientific and technical services [54]",38.2
2002,Quebec,"Professional, scientific and technical services [54]",38
2003,Quebec,"Professional, scientific and technical services [54]",36.8
2004,Quebec,"Professional, scientific and technical services [54]",36.8
2005,Quebec,"Professional, scientific and technical services [54]",37.7
2006,Quebec,"Professional, scientific and technical services [54]",37.1
2007,Quebec,"Professional, scientific and technical services [54]",36.5
2008,Quebec,"Professional, scientific and technical services [54]",36.7
2009,Quebec,"Professional, scientific and technical services [54]",35.8
2010,Quebec,"Professional, scientific and technical services [54]",36.2
2011,Quebec,"Professional, scientific and technical services [54]",37
2012,Quebec,"Professional, scientific and technical services [54]",37.1
2013,Quebec,"Professional, scientific and technical services [54]",36
2014,Quebec,"Professional, scientific and technical services [54]",35.9
2015,Quebec,"Professional, scientific and technical services [54]",36.9
2016,Quebec,"Professional, scientific and technical services [54]",36.9
2017,Quebec,"Professional, scientific and technical services [54]",36.1
2018,Quebec,"Professional, scientific and technical services [54]",36.7
2019,Quebec,"Professional, scientific and technical services [54]",36.3
2020,Quebec,"Professional, scientific and technical services [54]",36.3
1987,Quebec,"Business, building and other support services [55-56]",34.5
1988,Quebec,"Business, building and other support services [55-56]",36.3
1989,Quebec,"Business, building and other support services [55-56]",36.5
1990,Quebec,"Business, building and other support services [55-56]",36.3
1991,Quebec,"Business, building and other support services [55-56]",34.1
1992,Quebec,"Business, building and other support services [55-56]",33.4
1993,Quebec,"Business, building and other support services [55-56]",34.7
1994,Quebec,"Business, building and other support services [55-56]",34.8
1995,Quebec,"Business, building and other support services [55-56]",35
1996,Quebec,"Business, building and other support services [55-56]",34.1
1997,Quebec,"Business, building and other support services [55-56]",34.1
1998,Quebec,"Business, building and other support services [55-56]",34.1
1999,Quebec,"Business, building and other support services [55-56]",34.2
2000,Quebec,"Business, building and other support services [55-56]",34
2001,Quebec,"Business, building and other support services [55-56]",33.1
2002,Quebec,"Business, building and other support services [55-56]",33.3
2003,Quebec,"Business, building and other support services [55-56]",32.9
2004,Quebec,"Business, building and other support services [55-56]",33
2005,Quebec,"Business, building and other support services [55-56]",33.7
2006,Quebec,"Business, building and other support services [55-56]",32.3
2007,Quebec,"Business, building and other support services [55-56]",33
2008,Quebec,"Business, building and other support services [55-56]",32.7
2009,Quebec,"Business, building and other support services [55-56]",33.2
2010,Quebec,"Business, building and other support services [55-56]",32.7
2011,Quebec,"Business, building and other support services [55-56]",33.1
2012,Quebec,"Business, building and other support services [55-56]",32.5
2013,Quebec,"Business, building and other support services [55-56]",32.7
2014,Quebec,"Business, building and other support services [55-56]",31.2
2015,Quebec,"Business, building and other support services [55-56]",32.8
2016,Quebec,"Business, building and other support services [55-56]",32.8
2017,Quebec,"Business, building and other support services [55-56]",31.6
2018,Quebec,"Business, building and other support services [55-56]",33.1
2019,Quebec,"Business, building and other support services [55-56]",31.7
2020,Quebec,"Business, building and other support services [55-56]",32.8
1987,Quebec,Educational services [61],32.7
1988,Quebec,Educational services [61],32.7
1989,Quebec,Educational services [61],32.3
1990,Quebec,Educational services [61],32.2
1991,Quebec,Educational services [61],32.6
1992,Quebec,Educational services [61],32.7
1993,Quebec,Educational services [61],31.8
1994,Quebec,Educational services [61],32.8
1995,Quebec,Educational services [61],32.6
1996,Quebec,Educational services [61],32.8
1997,Quebec,Educational services [61],32.2
1998,Quebec,Educational services [61],32.1
1999,Quebec,Educational services [61],33.5
2000,Quebec,Educational services [61],33
2001,Quebec,Educational services [61],31.7
2002,Quebec,Educational services [61],32.5
2003,Quebec,Educational services [61],31.6
2004,Quebec,Educational services [61],31.6
2005,Quebec,Educational services [61],31.6
2006,Quebec,Educational services [61],31.7
2007,Quebec,Educational services [61],31.4
2008,Quebec,Educational services [61],31.9
2009,Quebec,Educational services [61],31.5
2010,Quebec,Educational services [61],31.6
2011,Quebec,Educational services [61],32
2012,Quebec,Educational services [61],31.5
2013,Quebec,Educational services [61],31.3
2014,Quebec,Educational services [61],30.7
2015,Quebec,Educational services [61],30.9
2016,Quebec,Educational services [61],31
2017,Quebec,Educational services [61],30.2
2018,Quebec,Educational services [61],30.9
2019,Quebec,Educational services [61],30.9
2020,Quebec,Educational services [61],30.7
1987,Quebec,Health care and social assistance [62],32.3
1988,Quebec,Health care and social assistance [62],32.6
1989,Quebec,Health care and social assistance [62],32.5
1990,Quebec,Health care and social assistance [62],32.9
1991,Quebec,Health care and social assistance [62],32.8
1992,Quebec,Health care and social assistance [62],32.5
1993,Quebec,Health care and social assistance [62],33
1994,Quebec,Health care and social assistance [62],32.9
1995,Quebec,Health care and social assistance [62],32.6
1996,Quebec,Health care and social assistance [62],32.9
1997,Quebec,Health care and social assistance [62],33.3
1998,Quebec,Health care and social assistance [62],33.3
1999,Quebec,Health care and social assistance [62],34.7
2000,Quebec,Health care and social assistance [62],34.2
2001,Quebec,Health care and social assistance [62],33.9
2002,Quebec,Health care and social assistance [62],33.8
2003,Quebec,Health care and social assistance [62],33.2
2004,Quebec,Health care and social assistance [62],33.2
2005,Quebec,Health care and social assistance [62],33.3
2006,Quebec,Health care and social assistance [62],33
2007,Quebec,Health care and social assistance [62],33.7
2008,Quebec,Health care and social assistance [62],33.3
2009,Quebec,Health care and social assistance [62],33.4
2010,Quebec,Health care and social assistance [62],33.8
2011,Quebec,Health care and social assistance [62],33.3
2012,Quebec,Health care and social assistance [62],33.6
2013,Quebec,Health care and social assistance [62],33.5
2014,Quebec,Health care and social assistance [62],33
2015,Quebec,Health care and social assistance [62],33.3
2016,Quebec,Health care and social assistance [62],33.7
2017,Quebec,Health care and social assistance [62],33.6
2018,Quebec,Health care and social assistance [62],33.9
2019,Quebec,Health care and social assistance [62],33.7
2020,Quebec,Health care and social assistance [62],34.2
1987,Quebec,"Information, culture and recreation [51, 71]",34.7
1988,Quebec,"Information, culture and recreation [51, 71]",35.5
1989,Quebec,"Information, culture and recreation [51, 71]",36.5
1990,Quebec,"Information, culture and recreation [51, 71]",35.9
1991,Quebec,"Information, culture and recreation [51, 71]",34.6
1992,Quebec,"Information, culture and recreation [51, 71]",33.7
1993,Quebec,"Information, culture and recreation [51, 71]",34.9
1994,Quebec,"Information, culture and recreation [51, 71]",35.1
1995,Quebec,"Information, culture and recreation [51, 71]",34.9
1996,Quebec,"Information, culture and recreation [51, 71]",34.7
1997,Quebec,"Information, culture and recreation [51, 71]",35.3
1998,Quebec,"Information, culture and recreation [51, 71]",35
1999,Quebec,"Information, culture and recreation [51, 71]",35.2
2000,Quebec,"Information, culture and recreation [51, 71]",34.6
2001,Quebec,"Information, culture and recreation [51, 71]",33.6
2002,Quebec,"Information, culture and recreation [51, 71]",32.8
2003,Quebec,"Information, culture and recreation [51, 71]",33.4
2004,Quebec,"Information, culture and recreation [51, 71]",33.6
2005,Quebec,"Information, culture and recreation [51, 71]",32.8
2006,Quebec,"Information, culture and recreation [51, 71]",32.1
2007,Quebec,"Information, culture and recreation [51, 71]",32.6
2008,Quebec,"Information, culture and recreation [51, 71]",32.9
2009,Quebec,"Information, culture and recreation [51, 71]",31.9
2010,Quebec,"Information, culture and recreation [51, 71]",33.3
2011,Quebec,"Information, culture and recreation [51, 71]",32.5
2012,Quebec,"Information, culture and recreation [51, 71]",32.7
2013,Quebec,"Information, culture and recreation [51, 71]",32.5
2014,Quebec,"Information, culture and recreation [51, 71]",31.9
2015,Quebec,"Information, culture and recreation [51, 71]",31.9
2016,Quebec,"Information, culture and recreation [51, 71]",32.3
2017,Quebec,"Information, culture and recreation [51, 71]",32.2
2018,Quebec,"Information, culture and recreation [51, 71]",32
2019,Quebec,"Information, culture and recreation [51, 71]",31.9
2020,Quebec,"Information, culture and recreation [51, 71]",32.7
1987,Quebec,Accommodation and food services [72],35.4
1988,Quebec,Accommodation and food services [72],34.5
1989,Quebec,Accommodation and food services [72],34.5
1990,Quebec,Accommodation and food services [72],33.6
1991,Quebec,Accommodation and food services [72],32
1992,Quebec,Accommodation and food services [72],31.6
1993,Quebec,Accommodation and food services [72],32.2
1994,Quebec,Accommodation and food services [72],32.2
1995,Quebec,Accommodation and food services [72],31.5
1996,Quebec,Accommodation and food services [72],31.3
1997,Quebec,Accommodation and food services [72],32.5
1998,Quebec,Accommodation and food services [72],31.4
1999,Quebec,Accommodation and food services [72],31.5
2000,Quebec,Accommodation and food services [72],31.5
2001,Quebec,Accommodation and food services [72],31.2
2002,Quebec,Accommodation and food services [72],30.7
2003,Quebec,Accommodation and food services [72],29.5
2004,Quebec,Accommodation and food services [72],29.8
2005,Quebec,Accommodation and food services [72],29.4
2006,Quebec,Accommodation and food services [72],29.7
2007,Quebec,Accommodation and food services [72],30.2
2008,Quebec,Accommodation and food services [72],29.4
2009,Quebec,Accommodation and food services [72],29.3
2010,Quebec,Accommodation and food services [72],28.4
2011,Quebec,Accommodation and food services [72],28.9
2012,Quebec,Accommodation and food services [72],29
2013,Quebec,Accommodation and food services [72],28.2
2014,Quebec,Accommodation and food services [72],28.3
2015,Quebec,Accommodation and food services [72],28.7
2016,Quebec,Accommodation and food services [72],28.8
2017,Quebec,Accommodation and food services [72],28.6
2018,Quebec,Accommodation and food services [72],28.6
2019,Quebec,Accommodation and food services [72],28.6
2020,Quebec,Accommodation and food services [72],26.5
1987,Quebec,Other services (except public administration) [81],35.2
1988,Quebec,Other services (except public administration) [81],35.6
1989,Quebec,Other services (except public administration) [81],36
1990,Quebec,Other services (except public administration) [81],36.4
1991,Quebec,Other services (except public administration) [81],36.1
1992,Quebec,Other services (except public administration) [81],36
1993,Quebec,Other services (except public administration) [81],34.9
1994,Quebec,Other services (except public administration) [81],36.6
1995,Quebec,Other services (except public administration) [81],35.3
1996,Quebec,Other services (except public administration) [81],35.7
1997,Quebec,Other services (except public administration) [81],36.5
1998,Quebec,Other services (except public administration) [81],35.7
1999,Quebec,Other services (except public administration) [81],35.8
2000,Quebec,Other services (except public administration) [81],35.5
2001,Quebec,Other services (except public administration) [81],35.3
2002,Quebec,Other services (except public administration) [81],35.3
2003,Quebec,Other services (except public administration) [81],34.3
2004,Quebec,Other services (except public administration) [81],34.6
2005,Quebec,Other services (except public administration) [81],34
2006,Quebec,Other services (except public administration) [81],34.8
2007,Quebec,Other services (except public administration) [81],34.6
2008,Quebec,Other services (except public administration) [81],34.9
2009,Quebec,Other services (except public administration) [81],33.9
2010,Quebec,Other services (except public administration) [81],33.6
2011,Quebec,Other services (except public administration) [81],34.1
2012,Quebec,Other services (except public administration) [81],33.5
2013,Quebec,Other services (except public administration) [81],34.1
2014,Quebec,Other services (except public administration) [81],34.7
2015,Quebec,Other services (except public administration) [81],34
2016,Quebec,Other services (except public administration) [81],34
2017,Quebec,Other services (except public administration) [81],33.1
2018,Quebec,Other services (except public administration) [81],34.3
2019,Quebec,Other services (except public administration) [81],33.9
2020,Quebec,Other services (except public administration) [81],33.7
1987,Ontario,Construction [23],40.5
1988,Ontario,Construction [23],41.2
1989,Ontario,Construction [23],41.1
1990,Ontario,Construction [23],40
1991,Ontario,Construction [23],39.1
1992,Ontario,Construction [23],37.7
1993,Ontario,Construction [23],38
1994,Ontario,Construction [23],40
1995,Ontario,Construction [23],38.9
1996,Ontario,Construction [23],40
1997,Ontario,Construction [23],40.4
1998,Ontario,Construction [23],40.3
1999,Ontario,Construction [23],41
2000,Ontario,Construction [23],41
2001,Ontario,Construction [23],39.7
2002,Ontario,Construction [23],40
2003,Ontario,Construction [23],38.8
2004,Ontario,Construction [23],39.8
2005,Ontario,Construction [23],39.9
2006,Ontario,Construction [23],39.1
2007,Ontario,Construction [23],39.9
2008,Ontario,Construction [23],39.6
2009,Ontario,Construction [23],38.4
2010,Ontario,Construction [23],39.2
2011,Ontario,Construction [23],39.5
2012,Ontario,Construction [23],39.5
2013,Ontario,Construction [23],38.9
2014,Ontario,Construction [23],38.3
2015,Ontario,Construction [23],39.4
2016,Ontario,Construction [23],39.3
2017,Ontario,Construction [23],38.4
2018,Ontario,Construction [23],39.4
2019,Ontario,Construction [23],38.7
2020,Ontario,Construction [23],38.3
1987,Ontario,Manufacturing [31-33],39.9
1988,Ontario,Manufacturing [31-33],40.6
1989,Ontario,Manufacturing [31-33],41
1990,Ontario,Manufacturing [31-33],40.7
1991,Ontario,Manufacturing [31-33],40
1992,Ontario,Manufacturing [31-33],39.3
1993,Ontario,Manufacturing [31-33],40.6
1994,Ontario,Manufacturing [31-33],40.8
1995,Ontario,Manufacturing [31-33],40.3
1996,Ontario,Manufacturing [31-33],40.8
1997,Ontario,Manufacturing [31-33],41.1
1998,Ontario,Manufacturing [31-33],40.9
1999,Ontario,Manufacturing [31-33],41
2000,Ontario,Manufacturing [31-33],41.2
2001,Ontario,Manufacturing [31-33],40.6
2002,Ontario,Manufacturing [31-33],40.7
2003,Ontario,Manufacturing [31-33],39.7
2004,Ontario,Manufacturing [31-33],40.7
2005,Ontario,Manufacturing [31-33],40.6
2006,Ontario,Manufacturing [31-33],40.4
2007,Ontario,Manufacturing [31-33],40.6
2008,Ontario,Manufacturing [31-33],40.2
2009,Ontario,Manufacturing [31-33],39
2010,Ontario,Manufacturing [31-33],39.7
2011,Ontario,Manufacturing [31-33],40.2
2012,Ontario,Manufacturing [31-33],40.1
2013,Ontario,Manufacturing [31-33],40.1
2014,Ontario,Manufacturing [31-33],39.7
2015,Ontario,Manufacturing [31-33],40.1
2016,Ontario,Manufacturing [31-33],39.8
2017,Ontario,Manufacturing [31-33],39.6
2018,Ontario,Manufacturing [31-33],40.2
2019,Ontario,Manufacturing [31-33],39.3
2020,Ontario,Manufacturing [31-33],39.5
1987,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.4
1988,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.7
1989,Ontario,"Wholesale and retail trade		 [41, 44-45]",35.1
1990,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.5
1991,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.9
1992,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.9
1993,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.5
1994,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.4
1995,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.3
1996,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.2
1997,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.4
1998,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.7
1999,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.1
2000,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.8
2001,Ontario,"Wholesale and retail trade		 [41, 44-45]",34.1
2002,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.8
2003,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.2
2004,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.7
2005,Ontario,"Wholesale and retail trade		 [41, 44-45]",34
2006,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.3
2007,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.5
2008,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.2
2009,Ontario,"Wholesale and retail trade		 [41, 44-45]",32.7
2010,Ontario,"Wholesale and retail trade		 [41, 44-45]",32.8
2011,Ontario,"Wholesale and retail trade		 [41, 44-45]",32.8
2012,Ontario,"Wholesale and retail trade		 [41, 44-45]",32.9
2013,Ontario,"Wholesale and retail trade		 [41, 44-45]",33
2014,Ontario,"Wholesale and retail trade		 [41, 44-45]",33
2015,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.2
2016,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.7
2017,Ontario,"Wholesale and retail trade		 [41, 44-45]",32.9
2018,Ontario,"Wholesale and retail trade		 [41, 44-45]",33.1
2019,Ontario,"Wholesale and retail trade		 [41, 44-45]",32.7
2020,Ontario,"Wholesale and retail trade		 [41, 44-45]",33
1987,Ontario,Transportation and warehousing [48-49],40.8
1988,Ontario,Transportation and warehousing [48-49],40.7
1989,Ontario,Transportation and warehousing [48-49],40.6
1990,Ontario,Transportation and warehousing [48-49],40.9
1991,Ontario,Transportation and warehousing [48-49],39.5
1992,Ontario,Transportation and warehousing [48-49],38.8
1993,Ontario,Transportation and warehousing [48-49],40.1
1994,Ontario,Transportation and warehousing [48-49],40.2
1995,Ontario,Transportation and warehousing [48-49],40.2
1996,Ontario,Transportation and warehousing [48-49],40.4
1997,Ontario,Transportation and warehousing [48-49],41
1998,Ontario,Transportation and warehousing [48-49],41.4
1999,Ontario,Transportation and warehousing [48-49],41.8
2000,Ontario,Transportation and warehousing [48-49],41.5
2001,Ontario,Transportation and warehousing [48-49],40.9
2002,Ontario,Transportation and warehousing [48-49],41.3
2003,Ontario,Transportation and warehousing [48-49],40.5
2004,Ontario,Transportation and warehousing [48-49],40.6
2005,Ontario,Transportation and warehousing [48-49],40.3
2006,Ontario,Transportation and warehousing [48-49],40.5
2007,Ontario,Transportation and warehousing [48-49],40.2
2008,Ontario,Transportation and warehousing [48-49],40.1
2009,Ontario,Transportation and warehousing [48-49],38.8
2010,Ontario,Transportation and warehousing [48-49],39.9
2011,Ontario,Transportation and warehousing [48-49],40
2012,Ontario,Transportation and warehousing [48-49],40
2013,Ontario,Transportation and warehousing [48-49],39.1
2014,Ontario,Transportation and warehousing [48-49],40
2015,Ontario,Transportation and warehousing [48-49],40.2
2016,Ontario,Transportation and warehousing [48-49],39.9
2017,Ontario,Transportation and warehousing [48-49],39.5
2018,Ontario,Transportation and warehousing [48-49],39.6
2019,Ontario,Transportation and warehousing [48-49],39.3
2020,Ontario,Transportation and warehousing [48-49],38.3
1987,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38
1988,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38.3
1989,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",39
1990,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38.3
1991,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.5
1992,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.4
1993,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.7
1994,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38.1
1995,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.4
1996,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38.1
1997,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38.1
1998,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.8
1999,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.7
2000,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",38.4
2001,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
2002,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
2003,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
2004,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.9
2005,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37
2006,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.2
2007,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.3
2008,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37
2009,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.4
2010,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
2011,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
2012,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.7
2013,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.9
2014,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
2015,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37
2016,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
2017,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.4
2018,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.9
2019,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
2020,Ontario,"Finance, insurance, real estate, rental and leasing [52-53]",36.7
1987,Ontario,"Professional, scientific and technical services [54]",39.6
1988,Ontario,"Professional, scientific and technical services [54]",39.4
1989,Ontario,"Professional, scientific and technical services [54]",39.9
1990,Ontario,"Professional, scientific and technical services [54]",40.3
1991,Ontario,"Professional, scientific and technical services [54]",39.7
1992,Ontario,"Professional, scientific and technical services [54]",38.3
1993,Ontario,"Professional, scientific and technical services [54]",39.2
1994,Ontario,"Professional, scientific and technical services [54]",40
1995,Ontario,"Professional, scientific and technical services [54]",39
1996,Ontario,"Professional, scientific and technical services [54]",39.3
1997,Ontario,"Professional, scientific and technical services [54]",39.4
1998,Ontario,"Professional, scientific and technical services [54]",39.1
1999,Ontario,"Professional, scientific and technical services [54]",39.8
2000,Ontario,"Professional, scientific and technical services [54]",39.5
2001,Ontario,"Professional, scientific and technical services [54]",38.9
2002,Ontario,"Professional, scientific and technical services [54]",38.8
2003,Ontario,"Professional, scientific and technical services [54]",37.2
2004,Ontario,"Professional, scientific and technical services [54]",38.2
2005,Ontario,"Professional, scientific and technical services [54]",38.3
2006,Ontario,"Professional, scientific and technical services [54]",38.1
2007,Ontario,"Professional, scientific and technical services [54]",38.6
2008,Ontario,"Professional, scientific and technical services [54]",38.1
2009,Ontario,"Professional, scientific and technical services [54]",37.5
2010,Ontario,"Professional, scientific and technical services [54]",37.3
2011,Ontario,"Professional, scientific and technical services [54]",37.7
2012,Ontario,"Professional, scientific and technical services [54]",37.8
2013,Ontario,"Professional, scientific and technical services [54]",38.1
2014,Ontario,"Professional, scientific and technical services [54]",37
2015,Ontario,"Professional, scientific and technical services [54]",37.3
2016,Ontario,"Professional, scientific and technical services [54]",37.5
2017,Ontario,"Professional, scientific and technical services [54]",37.2
2018,Ontario,"Professional, scientific and technical services [54]",37.7
2019,Ontario,"Professional, scientific and technical services [54]",36.8
2020,Ontario,"Professional, scientific and technical services [54]",36.9
1987,Ontario,"Business, building and other support services [55-56]",34.6
1988,Ontario,"Business, building and other support services [55-56]",35.6
1989,Ontario,"Business, building and other support services [55-56]",36.2
1990,Ontario,"Business, building and other support services [55-56]",35.7
1991,Ontario,"Business, building and other support services [55-56]",35
1992,Ontario,"Business, building and other support services [55-56]",34.2
1993,Ontario,"Business, building and other support services [55-56]",34.3
1994,Ontario,"Business, building and other support services [55-56]",35.3
1995,Ontario,"Business, building and other support services [55-56]",34.4
1996,Ontario,"Business, building and other support services [55-56]",34.4
1997,Ontario,"Business, building and other support services [55-56]",34.9
1998,Ontario,"Business, building and other support services [55-56]",34.7
1999,Ontario,"Business, building and other support services [55-56]",35.2
2000,Ontario,"Business, building and other support services [55-56]",34.6
2001,Ontario,"Business, building and other support services [55-56]",34.3
2002,Ontario,"Business, building and other support services [55-56]",34.6
2003,Ontario,"Business, building and other support services [55-56]",34.5
2004,Ontario,"Business, building and other support services [55-56]",34.3
2005,Ontario,"Business, building and other support services [55-56]",34.5
2006,Ontario,"Business, building and other support services [55-56]",34.6
2007,Ontario,"Business, building and other support services [55-56]",35.2
2008,Ontario,"Business, building and other support services [55-56]",34.5
2009,Ontario,"Business, building and other support services [55-56]",34.3
2010,Ontario,"Business, building and other support services [55-56]",34
2011,Ontario,"Business, building and other support services [55-56]",33.9
2012,Ontario,"Business, building and other support services [55-56]",34.7
2013,Ontario,"Business, building and other support services [55-56]",34
2014,Ontario,"Business, building and other support services [55-56]",33.5
2015,Ontario,"Business, building and other support services [55-56]",34.4
2016,Ontario,"Business, building and other support services [55-56]",34.2
2017,Ontario,"Business, building and other support services [55-56]",34.5
2018,Ontario,"Business, building and other support services [55-56]",34.6
2019,Ontario,"Business, building and other support services [55-56]",33.7
2020,Ontario,"Business, building and other support services [55-56]",33.9
1987,Ontario,Educational services [61],35
1988,Ontario,Educational services [61],36.3
1989,Ontario,Educational services [61],36.8
1990,Ontario,Educational services [61],35.8
1991,Ontario,Educational services [61],35.5
1992,Ontario,Educational services [61],34.9
1993,Ontario,Educational services [61],34.9
1994,Ontario,Educational services [61],35.8
1995,Ontario,Educational services [61],35.3
1996,Ontario,Educational services [61],35.5
1997,Ontario,Educational services [61],36.2
1998,Ontario,Educational services [61],36
1999,Ontario,Educational services [61],36.1
2000,Ontario,Educational services [61],36.7
2001,Ontario,Educational services [61],35.2
2002,Ontario,Educational services [61],35.2
2003,Ontario,Educational services [61],34.4
2004,Ontario,Educational services [61],34.2
2005,Ontario,Educational services [61],34.4
2006,Ontario,Educational services [61],33.6
2007,Ontario,Educational services [61],34
2008,Ontario,Educational services [61],34.1
2009,Ontario,Educational services [61],33.2
2010,Ontario,Educational services [61],33.5
2011,Ontario,Educational services [61],33.4
